IdAluno;Resultado;11>;11>48>;11>48>14>;11>9>;13>;14>;14>11>;14>11>48>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>31>;14>31>11>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>30>31>30>31>;14>31>30>41>;14>31>30>48>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>49>14>;14>7>;14>8>;15>;16>;16>31>;16>31>14>;16>31>30>;16>31>30>30>;16>31>30>30>30>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;28>31>;29>;29>14>;29>30>;29>4>;29>4>13>;29>48>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>14>31>;30>31>30>;30>31>30>30>;30>31>30>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>31>30>31>30>31>30>31>;30>32>;30>41>;30>48>;30>48>14>;31>;31>11>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>15>;31>16>;31>16>31>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>31>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>;31>30>32>;31>30>41>;31>30>48>;31>31>;31>31>14>;31>31>30>;31>31>31>;31>31>41>;31>32>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>14>31>;32>14>31>30>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;34>37>38>;36>;36>34>;36>34>37>;36>34>37>38>;36>36>;36>36>34>;36>36>34>37>;36>36>34>37>38>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>33>;38>36>;4>;4>13>;41>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;42>;48>;48>14>;48>14>31>;48>29>;48>29>4>;48>29>4>13>;48>29>48>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;48>48>48>48>;48>48>48>48>48>;48>49>;49>;49>14>;49>14>31>;49>14>31>30>;49>48>;49>49>;49>49>14>;49>49>49>;49>49>49>49>;49>49>49>49>49>;5>;6>;6>6>;7>;8>;9>
31572-4912;SUCESSO;2;0;0;1;0;27;2;0;1;0;1;0;7;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;4;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;3;1;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;2;0;1;2;1;0;0;0;0;3;3;1;1;2;0;5;2;2;0;0;0;0;0;0;0;0;1;4;0;0;1;7;1;2;1;2;0;5;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1
31699-4912;SUCESSO;2;0;0;1;0;15;0;0;2;0;0;0;8;0;0;0;3;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;2;2;0;2;1;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;16;0;0;0;0;7;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;23;0;1;1;0;0;0;0;0;15;0;0;0;6;0;3;3;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;12;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
31742-4912;SUCESSO;1;0;0;1;0;7;1;0;1;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
31743-5102;SUCESSO;0;0;0;0;0;13;0;0;1;0;0;0;5;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;0;0;0;9;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;1;0;0;2;1;0;0;1;1;3;2;1;0;0;0;9;0;0;0;6;0;0;0;5;4;0;2;3;2;0;0;8;1;1;0;0;0;4;0;0;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;1;1;0;0
31751-5102;insucesso;0;0;0;0;0;19;0;0;1;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;3;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;3;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;2;2;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;0;2;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;3;0;1;0;0;0;22;1;0;8;1;3;0;1;0;0;4;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32229-5102;SUCESSO;0;0;0;0;0;25;0;0;1;0;0;0;4;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;2;0;0;0;0;0;2;2;0;1;0;0;7;7;0;4;0;0;0;0;2;0;0;0;0;1;38;2;1;1;0;13;0;6;0;3;2;0;0;0;0;0;0;0;0;0;0;1;1;0;5;1;0;4;2;1;0;0;0;0;0;0;1;10;0;26;0;2;1;1;0;0;0;0;15;0;0;0;7;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;6;1;1;0;2;0;0;0;2;2;0;0;1;0;0;0;2;0;0;0;3;0;19;3;1;7;0;2;0;1;0;0;16;1;0;0;0;0;0;2;2;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
32369-4912;SUCESSO;2;0;0;1;0;25;1;0;0;0;0;0;12;0;0;0;2;0;0;0;0;1;0;0;0;0;2;1;0;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;2;0;0;1;0;0;0;3;1;0;0;0;0;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;7;3;1;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;13;0;0;2;0;1;0;0;0;0;8;4;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
32422-5102;SUCESSO;0;0;0;0;0;12;0;0;2;0;0;0;4;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;6;0;1;1;0;0;0;0;0;3;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;2;0;0;0;2;1;0;1;1;1;0;0;2;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32892-4912;SUCESSO;3;0;0;1;0;6;0;0;1;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;2;0;0;0;2;4;4;0;0;0;0;0;0;0;10;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
32897-4912;insucesso;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
33161-5102;SUCESSO;0;0;0;0;0;6;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;9;1;0;0;0;3;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7;0;0;0;0;0;0;0;0;4;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;2;0;0;1;0;3;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;4;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33483-4912;SUCESSO;3;0;0;1;0;42;0;0;5;0;1;0;11;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;2;0;0;4;0;4;2;1;0;1;1;0;1;0;0;3;3;0;1;0;0;4;3;0;1;1;2;1;0;18;4;6;0;0;8;17;2;0;0;1;5;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0;4;0;35;0;2;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;5;0;11;11;0;3;1;0;0;1;0;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;4;1;0;0;0;14;3;0;6;0;4;0;4;0;0;21;2;0;18;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1
33958-5102;SUCESSO;0;0;0;0;0;22;0;0;0;0;0;0;4;0;1;0;2;0;1;1;0;1;1;0;0;0;0;0;0;0;3;3;1;1;7;1;2;0;0;1;0;1;0;0;4;4;0;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;21;4;0;0;2;10;1;7;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;3;0;0;3;2;0;0;0;0;0;1;0;20;0;4;0;0;1;0;0;0;12;3;0;0;5;1;4;1;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;4;3;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1;1;1;0;0;16;3;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
34561-5102;SUCESSO;0;0;0;0;4;61;0;0;6;0;1;0;22;0;4;0;11;1;1;1;0;5;4;0;0;0;2;1;0;0;3;2;3;1;12;1;4;0;20;2;0;2;0;0;2;2;0;2;0;0;9;9;0;0;0;1;1;0;5;3;1;0;0;1;32;8;4;2;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;6;1;1;4;4;0;0;0;7;1;2;0;38;0;7;1;0;0;0;0;0;25;5;3;0;3;0;2;0;0;0;0;9;0;6;3;0;0;0;0;0;0;4;1;2;0;0;5;0;0;1;0;0;17;6;0;0;10;8;2;2;1;1;0;0;8;2;0;0;3;0;0;0;3;2;0;1;3;0;0;0;5;0;1;1;0;0;22;2;1;5;0;1;0;1;0;0;35;17;7;3;0;0;1;0;0;0;2;0;0;0;0;2;2;0;0;0;1;0;0;0;0;3;0;0;3;0;0
34845-4912;SUCESSO;4;0;0;1;0;18;3;0;1;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;2;0;0;1;0;0;0;0;1;1;0;1;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;3;2;2;0;0;0;0;0;0;0;0;0;2;0;0;1;4;1;1;0;0;0;9;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
34979-4912;insucesso;2;1;1;0;0;52;0;0;2;0;0;0;25;0;1;0;15;1;5;2;0;3;3;2;1;0;2;0;0;0;2;2;0;0;8;1;1;1;1;2;0;0;3;4;3;3;0;2;0;0;6;3;1;0;3;4;0;4;0;0;0;0;0;0;47;8;5;3;0;11;2;7;2;0;0;0;0;0;0;0;0;0;0;0;2;4;3;0;19;5;4;13;1;0;9;8;4;3;2;2;1;1;0;62;0;9;6;3;2;4;1;1;40;5;3;2;10;0;6;0;0;0;2;10;2;9;7;6;4;2;2;1;1;5;0;1;0;1;3;1;1;1;0;0;11;3;2;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;22;1;1;4;0;2;0;0;0;2;7;1;0;0;0;0;0;0;0;0;2;1;1;1;3;7;4;1;1;1;4;3;0;0;0;0;8;0;1;3;1
35067-4912;SUCESSO;2;0;0;0;0;50;0;0;2;0;0;0;16;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;3;3;0;1;1;0;4;3;0;3;1;0;0;0;1;0;0;0;0;0;21;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;0;2;0;0;1;1;0;0;0;1;1;1;0;31;0;2;0;0;0;0;0;0;10;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;0;1;1;0;5;2;0;0;1;0;2;2;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;5;1;2;0;1;0;30;1;1;3;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1
35425-5102;SUCESSO;0;0;0;0;0;17;0;0;1;0;0;0;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;0;3;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;2;2;0;0;0;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1;0;2;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;4;1;0;0;2;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;17;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
35491-4912;SUCESSO;3;0;0;1;1;46;1;0;2;0;1;0;14;0;0;0;8;0;1;1;0;0;0;0;0;0;1;0;0;1;2;0;2;0;9;0;3;0;2;2;0;0;0;0;3;2;0;2;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;1;45;4;1;1;1;8;0;5;0;2;1;1;0;0;0;0;0;0;0;0;2;3;3;0;12;0;0;11;4;2;4;3;0;0;0;0;0;1;0;49;0;3;1;0;0;0;0;0;27;1;0;0;5;0;3;0;0;0;0;10;0;9;3;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;4;2;0;0;1;0;3;3;1;1;2;0;4;3;2;0;0;0;0;0;0;0;0;1;3;0;0;1;7;2;2;0;0;0;15;1;0;6;1;1;0;0;0;2;5;1;0;1;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;2;0;0;0;0;2;0;0;1;0;1
35500-4912;SUCESSO;9;0;0;1;0;45;7;0;4;0;0;0;14;0;0;0;5;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;4;3;0;3;1;0;0;0;0;0;0;0;0;0;22;2;0;0;0;8;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;2;2;0;0;0;0;0;0;2;0;0;35;0;0;0;0;0;0;0;0;14;1;0;0;6;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;0;3;2;1;0;2;0;0;0;1;0;0;2;3;1;0;1;7;1;3;0;0;0;20;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1
35547-4912;SUCESSO;4;0;0;0;0;34;1;0;2;0;1;0;12;0;1;0;6;1;2;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;7;0;1;0;0;0;0;0;0;0;4;4;1;3;0;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;43;2;0;0;0;15;0;6;0;3;1;1;0;0;0;0;0;0;0;0;0;1;1;0;5;1;0;3;1;0;2;1;0;0;0;0;0;4;0;32;0;7;2;1;2;0;0;0;15;2;0;0;3;0;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;1;1;1;1;1;0;0;0;18;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;1;0;0;1;0;19;0;0;2;0;0;0;0;0;0;8;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
35558-5102;SUCESSO;0;0;0;0;0;70;0;0;2;0;2;0;28;0;1;0;18;0;6;2;1;0;0;0;0;0;1;0;0;0;1;1;5;1;6;1;3;0;0;0;0;1;0;0;4;4;1;3;2;0;5;5;0;0;0;1;1;0;4;1;2;0;0;1;40;11;0;0;2;17;6;5;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;46;0;4;1;1;0;0;0;0;28;2;0;0;11;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;2;2;0;2;1;0;0;1;1;1;1;0;0;0;0;2;1;0;0;2;0;0;0;2;2;0;1;1;0;0;0;8;1;1;1;0;0;18;6;2;7;5;2;0;1;0;2;6;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0
35637-5102;insucesso;0;0;0;0;1;39;0;0;2;0;0;1;15;0;1;1;6;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;5;0;2;0;0;0;0;0;0;0;3;3;0;2;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;13;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;19;0;1;1;0;0;0;1;1;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;3;0;1;2;2;2;2;0;0;2;2;0;0;1;1;6;2;1;1;3;1;1;1;3;3;2;1;2;0;1;1;3;0;2;0;1;1;8;0;0;4;0;1;0;0;0;0;7;0;0;1;1;1;0;2;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0
35686-5102;SUCESSO;0;0;0;0;0;50;0;0;3;0;0;0;9;0;0;0;4;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;3;1;8;2;2;0;1;0;0;0;0;0;3;2;0;2;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;27;2;0;0;0;12;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;29;0;0;0;0;0;0;0;0;18;2;0;0;6;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;4;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;2;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;7;1;2;0;0;0;16;5;3;6;2;2;0;1;0;2;5;1;0;0;0;0;0;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
35699-5102;SUCESSO;0;0;0;0;2;36;0;0;3;0;0;0;5;0;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;1;2;2;1;1;4;1;0;0;0;1;0;1;0;0;3;3;0;0;0;0;7;7;0;2;0;0;0;0;8;0;1;0;0;4;17;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;26;0;1;0;0;0;0;0;0;9;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;3;3;0;5;2;0;0;2;1;1;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;3;0;1;0;2;0;11;2;1;3;1;1;0;1;0;1;13;1;1;7;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0
35700-5102;SUCESSO;0;0;0;0;0;16;0;0;3;0;2;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;3;0;2;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;1;0;0;0;0;0;2;2;2;2;0;0;5;2;0;0;4;0;0;0;3;3;0;2;2;0;0;2;4;1;1;0;0;0;15;0;0;3;0;0;0;0;0;0;13;1;0;11;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35709-5102;SUCESSO;0;0;0;0;0;37;0;0;2;0;2;0;14;0;0;0;8;0;2;0;0;1;1;0;0;0;4;2;0;0;1;1;2;0;7;0;3;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;36;3;0;0;1;19;2;11;0;6;4;4;0;0;0;0;0;0;0;0;2;2;1;0;7;0;0;4;3;3;2;1;0;0;0;0;0;1;0;43;0;1;0;0;0;0;0;0;25;0;0;0;11;0;6;3;2;2;0;5;0;3;1;0;0;0;0;0;0;12;0;6;0;2;1;3;0;2;1;0;2;0;0;0;1;0;1;1;1;1;0;0;8;0;0;0;5;0;0;0;1;1;0;1;1;0;0;1;4;1;1;1;0;0;20;1;0;5;0;1;0;1;0;0;6;0;0;2;0;0;0;2;1;0;1;0;0;0;0;4;1;0;0;0;3;0;0;0;0;0;1;0;1;0;0
