IdAluno;Resultado;11>;11>14>;11>14>31>;11>31>;11>31>30>;11>31>30>30>;11>48>;11>48>29>;11>9>;11>9>11>;11>9>11>14>;14>;14>11>;14>11>48>;14>11>48>29>;14>11>9>;14>11>9>11>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>15>;14>31>15>31>;14>31>15>31>14>;14>31>30>;14>31>30>14>;14>31>30>14>31>;14>31>30>15>;14>31>30>15>31>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>31>;14>31>30>31>;14>31>30>31>30>;14>31>30>31>48>;14>31>30>48>;14>31>31>;14>31>31>15>;14>31>31>30>;14>31>31>30>31>;14>31>41>;14>31>48>;14>32>;14>38>;14>38>11>;14>38>11>9>;14>38>11>9>11>;14>38>31>;14>38>33>;14>41>;14>41>31>;14>41>31>30>;14>41>41>;14>41>41>31>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>49>;14>49>48>;14>49>49>;15>;15>14>;15>14>31>;15>14>31>30>;15>15>;15>15>31>;15>30>;15>31>;15>31>14>;15>31>14>31>;15>31>15>;15>31>15>15>;15>31>15>15>31>;15>31>15>31>;15>31>15>31>31>;15>31>15>31>31>15>;15>31>30>;15>31>30>14>;15>31>30>14>31>;15>31>30>15>;15>31>30>15>31>;15>31>31>;15>31>31>15>;16>;16>31>;16>31>14>;16>31>14>49>;16>31>30>;16>31>30>14>;17>;17>30>;17>30>14>;17>30>31>;17>30>31>30>;17>31>;2>;28>;28>30>;28>31>;29>;29>14>;29>48>;29>48>29>;29>48>29>48>;29>48>29>48>29>;29>49>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>31>30>31>;30>14>31>31>;30>14>41>;30>15>;30>15>31>;30>15>31>14>;30>15>31>30>;30>28>;30>30>;30>30>14>;30>30>14>31>;30>30>15>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>31>30>;30>30>48>;30>30>48>29>;30>30>48>29>48>;30>31>;30>31>14>;30>31>14>41>;30>31>15>;30>31>30>;30>31>30>14>;30>31>30>30>;30>31>30>31>;30>31>30>31>14>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>14>;30>31>30>31>30>31>30>;30>31>30>31>30>31>30>31>;30>31>30>31>30>31>30>31>14>;30>31>30>48>;30>31>48>;30>32>;30>41>;30>48>;30>48>29>;30>48>29>48>;30>48>31>;30>48>31>30>;31>;31>11>;31>14>;31>14>31>;31>14>31>30>;31>14>31>31>;31>14>38>;31>14>41>;31>14>49>;31>15>;31>15>14>;31>15>14>31>;31>15>14>31>30>;31>15>15>;31>15>15>31>;31>15>30>;31>15>31>;31>15>31>14>;31>15>31>15>;31>15>31>15>15>;31>15>31>15>15>31>;31>15>31>15>31>;31>15>31>30>;31>15>31>31>;31>15>31>31>15>;31>17>;31>17>31>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>14>31>30>31>;31>30>15>;31>30>15>31>;31>30>15>31>14>;31>30>15>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>31>;31>30>30>48>;31>30>30>48>29>;31>30>30>48>29>48>;31>30>31>;31>30>31>14>;31>30>31>14>41>;31>30>31>15>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>14>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>14>;31>30>31>30>31>30>31>30>;31>30>31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>31>14>;31>30>31>30>48>;31>30>31>48>;31>30>48>;31>31>;31>31>14>;31>31>15>;31>31>15>14>;31>31>15>30>;31>31>15>31>;31>31>30>;31>31>30>30>;31>31>30>30>30>;31>31>30>31>;31>31>31>;31>31>31>30>;31>41>;31>48>;31>48>29>;31>48>30>;31>48>30>31>;31>48>30>31>30>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>36>37>38>;34>37>;34>38>;36>;36>34>;36>34>36>;36>34>36>37>;36>34>37>;36>36>;36>36>34>;36>37>;36>37>34>;36>37>38>;37>;37>34>;37>34>36>;37>38>;38>;38>11>;38>11>9>;38>11>9>11>;38>14>;38>14>38>;38>14>38>11>;38>31>;38>33>;39>;41>;41>14>;41>31>;41>31>30>;41>31>30>31>;41>31>30>31>30>;41>41>;41>41>14>;41>41>31>;41>41>41>;41>41>41>14>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;47>;47>48>;48>;48>14>;48>29>;48>29>14>;48>29>48>;48>29>48>29>;48>29>49>;48>30>;48>30>14>;48>30>30>;48>30>31>;48>30>31>30>;48>31>;48>31>30>;48>41>;48>48>;49>;49>31>;49>48>;49>49>;49>49>31>;6>;7>;9>;9>11>;9>11>14>;9>11>31>;9>11>31>30>;9>11>31>30>30>
30816-5786;SUCESSO;2;0;0;0;0;0;0;0;1;0;0;21;2;0;0;0;0;2;0;1;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;3;0;0;0;1;0;0;1;1;0;11;0;2;1;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
31142-5786;SUCESSO;3;1;0;0;0;0;1;0;0;0;0;14;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;1;0;2;1;0;0;1;0;0;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;4;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
31477-5786;SUCESSO;3;1;0;0;0;0;0;0;0;0;0;28;1;0;0;0;0;3;1;0;4;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;6;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;4;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;3;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;4;0;0;0;2;0;0;1;1;0;19;0;3;1;0;0;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
31489-6019;insucesso;3;0;0;2;1;1;0;0;0;0;0;24;1;0;0;0;0;1;0;0;8;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;4;0;3;3;2;2;2;1;1;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;2;2;2;2;1;0;0;8;2;2;2;0;3;1;2;0;1;2;0;0;1;4;1;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;1;1;1
31727-5786;SUCESSO;3;0;0;0;0;0;0;0;1;0;0;23;1;0;0;0;0;4;2;2;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;3;2;1;0;0;0;7;5;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;17;0;2;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;3;2;1;3;2;0;0;0;1;1;2;2;0;0;1;0;0;0;0;0;2;0;0;0;4;0;0;0;1;0;0;0;2;0;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0
32107-5786;SUCESSO;5;1;0;0;0;0;0;0;1;0;0;24;1;0;0;0;0;0;0;0;10;0;0;0;0;0;6;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;3;0;6;5;1;1;1;1;0;2;0;2;0;0;0;0;0;0;0;37;3;1;0;0;0;2;0;0;0;0;0;15;1;0;0;8;0;4;3;2;1;0;2;1;0;0;0;5;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;33;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;6;4;1;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;3;3;1;0;0;1;1;6;1;0;0;1;0;0;2;2;0;3;2;1;0;8;0;0;0;0;0;0;0;2;0;27;0;3;2;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
32577-6019;SUCESSO;2;1;0;0;0;0;0;0;1;0;0;23;1;0;0;0;0;0;0;0;13;0;0;0;0;0;5;0;0;0;0;2;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;1;0;3;2;0;2;2;1;0;1;1;0;1;0;0;0;0;0;0;24;1;0;0;0;0;1;0;0;0;0;1;11;0;0;0;5;0;2;1;0;0;0;1;0;0;0;0;7;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;29;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;8;3;2;1;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;2;2;1;0;1;1;2;1;0;1;0;0;1;1;1;2;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;1;1;0;4;0;0;0;0;0;0;0;2;0;19;0;2;1;0;0;4;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
32619-6019;SUCESSO;2;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;2;0;0;0;0;0;0;2;1;0;2;1;0;1;5;0;0;0;0;0;0;1;1;0;12;0;1;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
34876-6019;SUCESSO;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;3;3;3;3;0;0;0;3;1;0;0;0;0;0;3;0;0;3;0;0;1;4;0;0;0;1;0;0;0;2;0;10;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35677-5786;insucesso;4;2;2;0;0;0;1;0;1;1;1;25;1;0;0;1;1;2;0;0;8;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;1;2;0;1;0;1;1;0;0;0;2;0;0;0;0;1;9;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;1;1;1;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;13;4;2;0;8;1;1;5;2;5;4;2;4;2;2;2;2;0;0;4;0;0;2;2;24;0;6;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;1;1;1;0;0;0;0;3;1;0;0;0;2;0;0;0;13;4;2;0;8;5;2;5;4;2;4;2;2;2;2;3;2;1;0;0;0;0;1;0;0;1;0;0;0;3;0;2;1;1;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;0;14;2;4;2;2;2;3;2;1;2;2;0;0;0;0;0;14;2;0;0;0;0;0;3;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
35816-5786;SUCESSO;3;2;0;0;0;0;1;0;1;0;0;21;3;0;0;0;0;2;2;2;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;1;1;2;1;0;0;0;1;1;0;0;0;5;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;2;1;0;3;3;1;1;0;1;1;4;1;0;0;1;0;0;2;1;0;3;1;0;1;7;0;0;0;2;0;0;0;3;0;7;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;6;1;4;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0;0;0
35880-5786;insucesso;4;0;0;1;1;1;2;2;2;2;0;26;2;2;2;1;1;2;0;1;5;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;8;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;2;3;2;2;2;1;5;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;2;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;1;1;0;0;0;2;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;2;1;1;1;0;0;0;1;0;0;2;0;0;0;5;0;0;0;0;0;0;0;1;2;20;1;2;0;0;0;4;0;1;1;0;1;0;0;0;0;6;0;6;2;3;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;2;2;0;1;1;1
35944-5786;SUCESSO;6;0;0;0;0;0;3;0;0;0;0;45;3;0;0;0;0;0;0;0;22;0;0;0;0;0;15;0;0;0;0;9;4;2;1;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2;0;3;2;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;41;7;4;3;0;0;0;0;0;0;0;1;26;4;2;0;14;2;7;5;2;1;0;5;4;0;0;0;7;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;48;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;20;9;5;5;2;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;2;2;1;0;2;2;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;7;0;0;0;0;0;0;1;1;0;1;1;1;0;4;0;0;0;1;0;0;0;1;0;19;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;12;3;1;0;0;0;0;4;3;0;0;0;0;0;0;3;1;0;0;1;0;0;0;1;1;0;0;0;0
35958-5786;SUCESSO;4;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;3;0;0;0;1;0;0;0;1;0;12;0;3;1;0;0;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
35968-6019;SUCESSO;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
