IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>38>;14>2>41>;14>3>;14>31>;14>31>14>;14>31>2>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>38>;14>38>14>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;17>30>31>;2>;2>1>;2>1>46>;2>14>;2>14>31>;2>2>;2>2>31>;2>31>;2>31>30>;2>31>30>30>;2>38>;2>41>;2>7>;29>;3>;3>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>17>;30>30>17>30>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>31>30>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>41>;30>41>41>;30>48>;30>48>14>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>2>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>31>30>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>38>;38>;38>14>;38>14>41>;38>2>;38>31>;38>33>;38>36>;38>41>;39>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>38>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>30>30>;48>48>;48>48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>
35982-7118;SUCESSO;0;0;0;0;80;7;8;0;2;1;0;0;0;0;25;0;0;18;0;5;4;1;1;1;1;0;0;8;0;8;2;2;1;1;0;0;1;1;0;8;8;1;4;0;17;0;0;0;0;3;0;3;2;2;0;3;0;0;0;0;44;4;0;0;0;3;3;0;14;2;0;0;8;1;3;3;2;1;0;2;0;1;0;3;3;4;0;2;0;48;2;2;33;0;3;3;0;8;6;3;3;2;1;1;1;2;1;5;2;0;3;0;1;1;1;2;1;0;0;26;0;0;0;16;0;10;9;5;5;2;12;2;0;0;1;2;4;1;1;24;1;4;4;2;1;0;5;0;3;2;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;3;3;10;3;1;4;3;3;1
36004-7118;SUCESSO;2;1;1;1;34;2;7;0;0;1;0;0;0;0;11;0;0;7;0;7;3;2;1;0;0;0;0;2;0;11;0;2;1;0;0;1;2;2;2;8;8;2;3;0;15;2;1;2;0;0;0;1;0;0;0;2;0;0;2;0;31;5;1;2;1;3;3;0;22;2;3;3;12;2;8;6;3;3;2;4;0;3;1;8;6;4;0;1;0;29;4;0;23;1;0;0;0;16;10;6;4;2;2;5;3;0;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;26;0;2;4;2;1;0;3;1;2;2;0;2;0;0;1;4;1;0;0;0;3;0;1;0;1;0;0;0;0;0;3;0;0;0
36008-7098;SUCESSO;1;1;0;0;27;0;11;0;5;1;0;0;0;0;6;0;0;4;1;1;0;0;0;0;0;0;0;1;0;5;0;2;0;0;0;0;3;3;2;3;3;1;0;0;16;0;0;0;0;6;2;4;2;0;0;6;0;0;0;0;18;2;0;0;0;2;2;3;6;0;0;0;2;0;1;0;0;0;0;2;0;0;0;2;1;0;0;1;0;25;0;2;15;1;1;1;0;5;2;1;0;0;0;0;0;0;1;0;0;0;4;2;0;0;0;3;3;0;1;27;0;3;0;9;1;4;2;1;1;2;16;1;0;0;1;3;8;1;0;27;0;1;7;4;2;3;10;2;3;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0
36030-7118;SUCESSO;1;0;1;1;64;4;10;0;1;0;0;0;0;0;22;0;0;16;3;3;2;1;0;2;1;0;0;3;0;13;0;1;3;0;0;1;2;2;1;10;10;5;0;0;16;1;1;2;0;1;0;2;2;0;0;2;0;0;0;0;44;12;5;3;1;6;6;0;5;1;2;2;2;0;1;0;0;0;0;0;0;0;0;3;2;0;0;2;0;47;2;2;34;6;3;3;0;5;2;1;0;0;0;1;1;0;1;4;2;0;1;0;4;3;3;2;1;0;0;5;0;1;0;1;1;0;0;0;0;1;4;1;0;0;0;2;0;0;0;34;0;3;2;0;0;0;9;1;4;1;0;1;0;0;1;8;4;0;4;0;1;0;0;0;0;0;0;3;1;0;2;0;0;1
36051-7118;insucesso;0;0;0;0;18;1;3;0;0;1;1;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;1;0;0;2;1;1;0;0;0;0;0;0;7;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;7;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;4;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;3;0;1;0;2;0;1;1;0;0;1;4;1;0;1;0;1;0;0;0;12;1;0;2;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;2;2;0
36069-7118;insucesso;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
36075-7098;SUCESSO;0;0;0;0;19;0;3;0;1;0;0;0;0;0;3;0;0;3;0;2;2;1;1;0;0;0;0;2;0;4;1;0;1;0;0;1;1;1;1;4;4;0;2;0;16;0;0;0;0;4;2;4;3;1;0;4;0;0;0;0;32;1;0;0;0;2;2;6;20;0;1;1;11;0;7;5;3;2;2;1;0;3;1;2;0;5;0;2;0;27;0;2;22;0;1;1;0;14;9;5;4;3;2;0;0;0;1;1;1;1;3;2;0;0;0;3;1;0;1;7;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;3;1;1;0;35;1;3;3;3;2;0;7;2;1;0;0;0;0;0;0;4;0;0;3;0;1;0;0;0;0;1;1;5;3;3;3;1;1;2
36093-7274;SUCESSO;1;0;1;1;25;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;1;0;0;0;1;1;1;0;0;0;0;0;7;1;1;0;0;1;1;3;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;12;2;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;0;0;0;0;2;2;0;1;16;0;2;0;6;1;4;3;3;1;1;8;5;0;0;0;1;0;0;0;13;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36150-7098;insucesso;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36152-7098;insucesso;0;0;0;0;12;3;2;0;1;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;1;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;3;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;6;0;1;1;1;1;0;0;0;0;0;4;1;0;0;0;1;1;0;0;15;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;2;2;0
36202-7274;SUCESSO;1;0;1;1;24;1;5;0;0;1;0;0;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;8;1;1;0;0;0;0;1;0;0;0;1;0;0;2;1;9;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;13;2;0;5;0;0;0;0;1;0;0;0;0;0;2;1;0;0;1;1;0;1;1;2;1;0;3;1;0;0;17;0;1;0;6;0;2;0;0;0;2;7;2;0;0;0;1;0;0;1;14;0;0;2;0;0;2;3;1;1;0;0;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
36211-7098;SUCESSO;1;0;1;1;24;1;3;0;1;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;1;0;0;1;1;1;1;0;0;0;0;0;11;1;1;4;0;3;0;1;1;1;0;1;0;0;6;5;8;2;0;0;0;0;0;0;6;1;0;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;6;1;0;0;0;4;2;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;2;1;1;0;1;11;0;0;0;4;0;4;3;3;3;1;7;3;0;0;0;1;3;0;3;27;0;1;0;0;0;1;11;0;4;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;8;1;0;4;0;0;1
36245-7098;insucesso;1;1;0;0;14;1;7;1;4;0;0;2;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;12;0;0;1;0;6;2;3;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36252-7118;SUCESSO;3;3;0;0;52;5;10;0;0;1;0;0;0;0;25;0;0;18;2;2;1;1;0;5;3;0;0;5;0;8;0;0;3;1;1;2;2;2;1;8;8;2;5;0;16;1;0;4;0;2;0;1;1;1;0;1;0;0;0;0;38;13;3;3;3;2;2;0;13;6;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;40;2;0;29;6;2;2;0;7;1;1;0;0;0;1;1;0;0;6;3;0;1;0;0;0;0;2;1;0;0;17;0;1;0;9;0;2;0;0;0;1;8;2;0;0;1;2;2;1;0;21;1;0;2;2;0;0;6;2;1;0;0;2;0;0;0;3;0;0;0;0;0;0;2;2;0;2;2;2;0;0;3;2;2;1
36253-7098;SUCESSO;2;0;2;2;126;8;17;0;2;4;0;0;0;0;48;0;0;41;3;12;8;4;3;2;1;0;0;6;0;14;0;1;3;0;0;3;3;3;3;30;29;7;2;0;34;2;2;3;0;8;3;7;5;2;0;4;0;0;0;0;109;18;4;3;1;8;7;2;27;4;0;0;17;3;11;9;7;3;2;2;0;1;1;6;2;3;0;2;0;92;1;4;77;5;7;6;0;23;15;10;8;6;3;4;2;1;1;6;3;1;8;2;3;3;0;3;1;0;1;18;0;1;0;6;1;4;1;0;0;0;21;1;0;0;4;3;9;1;0;48;2;1;7;6;0;2;11;1;1;0;0;8;0;0;2;5;0;0;4;0;0;0;0;0;0;2;1;37;24;15;4;1;1;3
36274-7098;SUCESSO;0;0;0;0;18;1;2;0;1;1;0;0;0;0;4;0;0;4;1;1;0;0;0;0;0;0;0;1;0;4;2;1;0;0;0;1;2;2;2;4;4;0;2;0;9;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;13;1;0;0;0;1;1;0;6;0;0;0;5;0;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;17;0;1;9;1;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;2;0;0;0;4;0;0;0;2;0;1;1;0;0;0;4;0;0;0;0;1;1;0;1;27;0;3;2;1;1;1;6;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;0;0;8;3;1;6;0;0;2
36278-7274;SUCESSO;1;0;1;1;61;1;4;0;1;1;0;0;0;0;13;0;0;10;0;0;0;0;0;1;1;0;0;6;0;20;1;0;8;4;0;0;1;1;0;12;11;1;3;0;15;1;1;1;0;2;0;4;2;1;0;1;0;0;0;0;49;4;0;2;2;0;0;1;12;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;2;0;3;0;35;0;0;22;1;0;0;0;3;0;0;0;0;0;0;0;1;1;4;4;2;3;2;5;5;0;3;2;0;1;16;0;2;0;6;1;1;0;0;0;1;20;7;0;0;2;2;2;1;0;46;3;3;2;0;0;5;15;1;7;4;0;3;0;0;1;8;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36279-7098;SUCESSO;1;1;1;1;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;1;1;0;1;1;0;0;0;5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0;1;1;1;5;0;0;0;3;0;3;3;2;1;1;1;0;0;0;2;2;0;0;0;0;10;0;0;3;0;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;23;0;0;0;0;0;1;6;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36309-7274;insucesso;0;0;0;0;7;0;1;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5;2;0;3;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
36318-7098;insucesso;1;0;1;1;82;0;9;2;0;1;0;0;0;0;26;0;0;15;2;5;3;2;0;2;0;2;2;4;2;14;0;1;0;0;0;1;1;1;0;9;8;3;1;0;12;1;1;3;1;0;0;1;0;0;0;0;0;0;1;0;40;5;2;0;0;4;4;0;12;0;0;0;3;0;2;0;0;0;0;0;0;0;1;2;1;3;0;3;0;36;0;1;20;2;0;0;0;7;3;2;0;0;0;2;1;2;0;2;0;0;3;0;3;2;0;2;1;1;0;10;2;1;0;3;1;0;0;0;0;1;10;3;0;0;0;2;2;2;0;33;0;0;3;3;0;1;5;1;2;1;0;4;0;0;1;9;2;0;2;1;1;0;0;0;0;0;0;4;2;0;2;0;0;2
36359-7098;insucesso;1;1;0;0;21;2;9;0;3;1;0;2;0;0;3;0;1;1;0;1;1;1;0;0;0;0;0;1;0;5;0;2;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;6;1;2;0;0;2;2;2;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;8;0;2;2;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;1;0;1;3;1;1;1;3;1;2;2;0;0;0;4;1;0;1;0;2;1;0;0;9;2;0;2;1;0;1;3;1;2;2;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0
36365-7098;insucesso;0;0;0;0;76;7;7;1;2;0;0;1;0;0;28;1;1;21;0;3;1;1;0;1;0;1;1;4;2;4;0;0;0;0;0;3;2;2;1;16;16;2;5;0;18;0;0;3;2;2;2;3;3;0;1;0;0;1;0;0;66;6;0;0;0;0;0;4;21;2;0;0;5;0;3;2;0;0;0;6;5;0;0;7;6;0;0;0;0;54;3;3;44;0;0;0;0;13;5;3;2;0;0;1;1;0;0;2;2;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;20;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;5;1;1;2;1;2;0;1;0;0;0;0;40;16;0;9;0;0;5
36375-7098;SUCESSO;1;0;1;1;41;3;4;0;0;0;0;0;0;0;20;0;0;17;0;3;1;0;0;3;2;0;0;1;0;4;0;0;0;0;0;3;1;1;1;9;8;1;0;0;10;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;42;2;1;0;0;2;2;2;9;0;1;1;5;0;2;2;1;1;1;1;0;0;0;2;1;0;0;0;0;30;0;0;28;1;1;1;0;7;4;2;2;1;1;0;0;0;0;4;3;1;1;0;0;0;0;1;1;0;0;20;0;1;0;5;1;1;0;0;0;1;4;0;0;0;0;0;1;0;0;9;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;9;6;5;0;0;1
36384-7098;insucesso;0;0;0;0;23;2;4;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;5;5;0;1;1;22;0;0;0;0;3;0;7;3;0;0;3;1;0;0;0;32;2;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;0;0;28;0;2;16;1;0;0;1;0;0;0;0;0;0;1;1;2;0;2;2;0;3;0;0;0;0;2;1;1;0;10;0;1;0;3;1;0;0;0;0;1;8;0;0;0;0;1;1;4;0;33;0;4;0;0;0;0;5;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
36435-7118;SUCESSO;3;2;2;1;112;1;18;0;6;4;0;0;0;1;36;0;0;30;0;8;5;0;0;2;1;0;0;4;0;19;2;2;4;1;0;5;3;3;1;19;18;1;5;0;36;2;2;0;0;12;2;7;3;1;0;2;0;0;4;1;94;2;0;0;0;2;2;1;24;0;0;0;12;0;3;3;3;3;1;1;0;1;1;2;0;7;0;4;0;75;2;0;56;1;2;2;0;12;6;1;1;1;1;1;0;5;0;4;3;0;4;1;1;1;0;3;1;0;1;34;0;1;0;17;1;10;6;2;1;1;23;0;0;0;4;3;8;3;0;78;1;5;3;2;0;1;17;0;5;1;0;3;0;0;1;7;0;0;2;0;0;0;0;0;0;3;2;11;3;2;9;3;2;1
36453-7274;SUCESSO;1;0;1;1;54;9;5;0;2;0;0;0;0;15;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;7;0;0;1;0;0;3;0;0;0;0;0;0;0;0;28;1;1;0;0;12;2;2;0;0;0;6;0;0;16;9;7;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;17;0;2;6;0;0;0;0;2;1;0;0;0;0;0;0;1;1;3;0;0;1;1;3;0;4;2;1;0;0;7;0;0;0;2;0;1;0;0;0;0;11;1;0;0;1;0;1;1;3;41;2;0;3;0;0;2;10;2;3;2;0;1;0;0;1;58;40;0;0;0;18;0;0;0;0;8;0;0;0;0;9;8;0;0
36466-7118;SUCESSO;1;0;1;1;50;0;3;0;1;1;0;0;0;0;20;0;0;12;0;0;0;0;0;2;2;0;0;3;0;7;1;0;2;0;1;1;2;2;1;16;14;0;8;0;10;1;1;0;0;1;0;1;0;0;0;2;0;0;0;0;62;0;0;0;0;2;2;0;17;0;1;1;7;0;2;2;1;0;0;1;0;0;0;5;2;4;0;0;0;61;1;1;36;0;1;1;0;6;4;2;2;1;0;3;1;3;0;8;4;1;9;0;0;0;0;2;2;0;2;31;0;2;0;9;1;3;1;0;0;0;13;1;0;0;2;1;3;3;0;58;0;1;3;2;0;1;11;0;0;0;0;3;0;0;1;4;0;0;0;0;0;0;3;3;1;2;2;4;4;1;4;2;2;1
36482-7118;SUCESSO;2;1;1;0;30;2;3;0;0;0;0;0;0;1;9;0;0;5;0;0;0;0;0;1;0;0;0;0;0;4;1;0;0;0;0;0;2;2;1;4;4;0;0;0;7;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;24;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;2;0;8;0;16;1;0;10;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;1;0;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;1;0;0;0;2;1;0;0;0;2;0;0;0;13;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
36483-7274;SUCESSO;1;1;0;0;65;5;6;0;3;0;0;0;0;0;27;0;0;17;2;11;5;2;0;1;1;0;0;5;0;3;0;1;0;0;4;0;2;2;0;10;10;3;2;0;10;0;0;1;0;3;1;1;1;0;0;0;0;0;0;0;30;10;0;1;0;7;7;0;19;4;6;6;8;1;3;0;0;0;0;2;0;0;3;3;2;1;0;4;0;36;3;2;24;3;1;1;0;16;7;3;0;0;0;1;1;0;1;4;2;1;0;0;0;0;0;1;1;0;1;4;0;1;0;1;0;1;1;1;1;0;9;2;0;0;2;0;1;0;0;7;0;0;3;1;0;0;2;1;1;1;0;2;0;0;0;11;0;0;2;0;2;0;6;6;5;0;0;0;0;0;0;0;0;0
36491-7098;SUCESSO;1;0;1;1;67;1;3;0;1;0;0;0;0;0;27;0;0;21;0;2;1;1;1;1;1;0;0;3;0;10;0;1;1;0;0;1;1;1;1;7;7;0;0;0;26;0;0;0;0;5;2;4;4;1;0;6;0;0;1;0;70;1;0;1;1;1;1;2;19;1;0;0;9;0;7;3;3;3;3;0;0;2;0;1;0;4;0;2;0;53;0;1;44;0;0;0;0;13;7;5;2;2;2;1;0;1;1;2;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;3;1;45;2;1;4;4;2;1;8;1;1;0;0;2;0;0;1;8;2;0;1;0;2;0;0;0;0;4;2;0;0;0;7;4;1;0
36634-7098;SUCESSO;0;0;0;0;111;5;6;0;3;0;0;0;0;0;57;0;0;43;2;21;10;6;5;4;3;0;0;6;0;16;1;0;2;0;1;4;2;1;1;8;8;2;1;0;20;0;0;2;0;6;1;4;3;1;0;2;0;0;0;0;93;13;1;5;5;1;1;3;42;7;1;1;20;3;10;8;7;3;2;2;0;6;0;5;3;11;0;1;0;90;3;2;69;3;0;0;0;33;16;8;6;5;2;3;3;4;1;6;4;2;7;4;3;2;0;2;1;0;1;17;0;0;0;5;0;2;2;2;2;0;15;1;0;0;0;2;4;4;0;60;4;2;7;3;1;2;12;2;2;0;0;0;0;0;0;11;0;0;2;0;1;0;4;3;2;4;4;6;3;1;10;4;4;2
