IdAluno;Resultado;1>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>2>31>;14>2>2>31>30>;14>2>31>;14>2>31>30>;14>2>41>;14>31>;14>31>14>;14>31>2>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>30>30>30>30>30>30>;14>31>30>30>30>30>30>30>30>;14>31>30>48>;14>31>31>;14>31>41>;14>31>48>;14>31>48>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;17>30>30>31>;17>30>31>;17>30>31>30>;17>30>48>;2>;2>14>;2>14>31>;2>2>;2>2>31>;2>2>31>30>;2>31>;2>31>2>;2>31>30>;2>31>30>30>;2>31>30>30>30>;2>41>;2>41>41>;28>;28>30>;29>;3>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>14>31>;30>30>17>;30>30>17>30>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>14>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>;30>30>31>;30>30>31>30>;30>30>41>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>41>;30>41>41>;30>48>;30>48>14>;30>48>30>;30>48>41>;31>;31>14>;31>14>31>;31>14>31>30>;31>2>;31>2>2>;31>2>31>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>2>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>41>41>;31>30>48>;31>30>48>14>;31>31>;31>31>30>;31>31>30>30>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;31>48>30>30>;32>;32>31>;38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>31>;41>41>41>41>41>;46>;48>;48>14>;48>14>31>;48>29>;48>30>;48>30>30>;48>30>30>30>;48>41>;48>48>;48>48>48>;48>48>48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>31>;7>5>;7>5>5>;7>6>
36211-7098;SUCESSO;0;12;1;0;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;1;0;1;1;1;0;0;0;0;0;2;6;2;0;0;0;1;0;0;0;5;1;0;0;0;0;4;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;4;1;0;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;2;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;7;1;0;0;2;0;0;0;1
36245-7098;insucesso;0;7;0;0;3;1;2;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;1;0;4;2;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36252-7118;SUCESSO;1;18;2;1;5;0;0;0;0;0;0;0;9;0;0;8;2;2;1;1;0;0;0;0;1;0;0;0;3;0;0;2;1;0;0;1;1;1;1;4;4;1;3;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7;3;2;2;2;1;1;0;6;2;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;14;1;0;0;0;0;0;11;5;1;1;0;3;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;1;0;1;1;0;2;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;0;0;0;2;0;1;1;1
36253-7098;SUCESSO;0;51;2;0;12;0;2;0;0;4;3;0;16;0;1;15;1;7;6;3;2;2;0;0;1;0;0;0;5;0;0;1;0;0;0;1;3;3;3;12;12;3;1;0;1;0;0;23;2;0;6;3;2;6;0;4;2;1;3;0;0;0;0;0;48;10;4;2;1;0;2;2;2;20;3;0;0;0;1;15;3;10;2;8;6;3;2;2;2;0;1;1;5;1;2;0;1;0;2;0;1;0;43;1;0;0;1;0;0;33;3;2;2;1;17;0;13;9;7;5;3;2;2;3;2;0;0;1;0;5;2;1;4;1;1;0;1;0;0;0;1;24;0;0;3;2;0;6;0;1;1;1;1;0;0;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;33;21;14;8;2;0;0;0;1
36274-7098;SUCESSO;0;14;1;0;2;0;1;0;0;1;1;0;4;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;1;1;4;4;0;2;0;0;0;0;8;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;12;1;0;0;0;1;1;1;0;5;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;15;0;0;0;1;0;0;8;1;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;1;23;0;2;1;1;1;5;1;0;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;8;3;1;0;5;0;0;0;2
36278-7274;SUCESSO;0;17;0;0;2;0;1;0;0;1;1;0;5;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;4;1;0;2;2;0;0;0;1;1;0;7;6;0;2;0;0;0;0;9;1;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;15;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;0;0;2;0;2;0;0;0;0;10;2;2;0;0;0;3;0;0;0;3;0;2;0;0;1;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36279-7098;SUCESSO;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;1;1;4;0;0;0;0;1;3;0;3;0;3;2;1;1;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;3;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36309-7274;insucesso;0;6;0;0;1;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;5;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36318-7098;insucesso;0;40;0;0;6;1;0;0;0;0;0;0;17;0;0;9;1;4;3;2;0;0;0;0;2;2;1;1;6;0;0;0;0;0;0;1;1;1;0;3;2;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;18;1;0;0;0;0;2;2;0;8;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;21;0;0;0;1;0;0;9;1;0;0;0;4;0;3;2;0;0;0;0;0;1;0;1;0;0;0;2;0;0;3;0;1;0;1;1;0;0;0;16;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;1
36359-7098;insucesso;0;13;1;0;3;0;2;1;0;0;0;0;3;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6;0;0;0;1;1;0;2;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;7;0;0;2;1;0;3;0;1;0;2;1;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36365-7098;insucesso;0;23;1;0;4;0;2;1;1;0;0;0;12;1;1;7;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;5;5;0;4;4;0;0;0;12;0;0;2;2;2;3;0;3;1;0;0;0;0;0;1;0;27;0;0;0;0;0;0;0;4;13;0;0;0;0;4;3;0;1;0;0;0;0;0;0;4;3;0;0;5;1;4;0;0;0;0;0;0;0;26;2;1;1;2;0;0;19;0;0;0;0;8;0;3;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;12;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;4;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;30;10;4;0;3;0;0;0;2
36375-7098;SUCESSO;0;22;0;0;2;0;0;0;0;0;0;0;14;0;0;12;0;2;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;2;1;1;1;6;5;0;0;0;0;0;0;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;26;1;1;0;0;0;1;1;2;7;0;0;0;0;0;4;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;18;1;1;1;2;5;0;3;2;2;1;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;4;1;2;0;0;0;0
36384-7098;insucesso;0;14;2;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;1;1;0;6;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;18;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;3;1;0;0;0;0;14;0;0;0;1;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;21;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36435-7118;SUCESSO;1;50;1;0;11;0;4;0;0;3;1;0;11;0;0;8;0;1;0;0;0;0;0;0;1;0;0;0;10;2;0;3;1;0;0;4;2;2;1;7;6;0;1;0;0;0;0;25;0;0;9;2;2;6;0;3;1;0;1;0;0;0;0;0;39;1;0;0;0;0;1;1;1;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;3;0;2;0;0;0;31;1;0;0;0;0;0;20;1;1;1;1;2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;2;1;0;1;0;1;0;1;0;0;0;1;34;1;3;2;2;0;9;0;0;0;3;0;1;0;0;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;6;0;0;0;7;0;2;1;1
36453-7274;SUCESSO;0;13;4;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;3;1;2;0;0
36466-7118;SUCESSO;0;8;0;0;2;0;1;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;0;1;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;15;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;14;0;0;0;1;0;0;8;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;15;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0
36482-7118;SUCESSO;0;11;1;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5;0;1;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;1;1;2;0;1;0;1;0;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36483-7274;SUCESSO;1;28;0;0;5;0;3;0;0;0;0;0;16;0;1;8;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;3;3;0;2;0;0;0;0;7;1;0;3;1;1;1;0;1;0;0;0;0;0;0;0;0;16;3;0;1;0;0;1;1;0;10;2;1;1;1;0;4;1;2;1;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;2;0;1;0;21;2;0;0;2;0;0;12;1;0;0;0;8;0;4;2;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;1;0;1;0;1;1;1;0;0;2;6;0;0;0;2;0;0;0;2;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0
36491-7098;SUCESSO;1;16;1;0;1;0;1;0;0;0;0;0;7;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;1;1;4;4;0;0;0;0;0;0;11;0;0;5;2;2;2;0;2;0;0;2;0;0;0;0;0;23;0;0;0;0;0;1;1;0;6;0;0;0;0;0;2;0;2;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;17;0;0;0;1;0;0;11;0;0;0;0;4;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;8;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;3;1;1;0;0
36634-7098;SUCESSO;0;57;1;0;4;0;2;0;0;0;0;0;31;0;1;23;2;12;7;5;4;4;0;0;2;0;0;0;8;1;0;1;0;0;0;4;2;1;1;4;4;2;0;0;0;0;0;14;2;0;5;1;0;3;0;2;1;1;0;0;0;0;0;0;44;7;1;4;4;0;1;1;3;23;3;2;1;1;2;16;2;9;1;7;6;2;2;2;2;0;3;0;3;0;2;0;5;0;1;0;0;0;48;0;0;0;1;0;0;38;2;0;0;1;20;0;13;7;5;4;1;1;1;2;2;2;0;1;0;3;2;2;5;3;3;0;2;0;0;0;1;28;1;2;5;2;0;6;0;1;1;0;0;0;0;0;0;10;0;0;0;2;0;0;0;1;0;0;3;2;2;4;4;2;0;0;0;7;2;4;4;1
