IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>2>;14>14>31>;14>2>;14>2>14>;14>2>14>31>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>3>32>;14>3>32>31>;14>31>;14>31>14>;14>31>2>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>32>31>30>30>;14>32>31>31>;14>32>31>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>49>;14>7>;14>7>31>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>31>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>14>;2>2>31>;2>2>31>30>;2>2>41>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>2>;2>41>41>;2>41>41>41>;29>;29>48>;3>;3>14>;3>2>;3>2>2>;3>32>;3>32>31>;30>;30>14>;30>14>2>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>48>;30>30>31>;30>30>41>;30>30>48>;30>30>48>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;30>48>30>;30>48>48>;31>;31>14>;31>14>2>;31>14>31>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>2>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>30>48>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>31>30>30>;31>31>41>;31>32>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>14>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;32>31>31>30>;38>;41>;41>14>;41>2>;41>2>2>;41>2>41>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>14>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>30>;48>30>30>;48>48>;48>48>48>;48>48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;49>49>49>49>;5>;5>5>;6>;6>14>;6>48>;6>6>;6>6>48>;6>6>6>;6>6>6>6>;6>6>6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
28283-6389;insucesso;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
28338-6388;insucesso;0;0;0;0;0;18;3;2;0;0;2;0;0;1;0;0;0;0;0;0;0;8;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;2;0;1;1;0;2;1;0;1;4;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;1;2;0;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;11;1;0;0;0;0;6;1;0;2;2;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;2;0;0;0;0
28350-6398;insucesso;0;0;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;1;1;1;0;4;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29058-6398;SUCESSO;1;1;0;0;0;26;3;0;0;1;5;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;3;3;0;2;0;0;0;3;2;1;0;10;0;0;0;0;2;0;2;0;0;2;0;0;0;0;0;0;6;0;1;1;0;0;0;0;16;1;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;7;5;5;0;1;3;0;0;19;5;0;0;0;0;10;0;0;1;1;1;1;1;1;0;6;5;0;0;2;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;10;0;3;2;0;0;0;0;8;0;2;0;7;5;4;0;1;1;1;0;6;0;0;5;0;0;0;0;0;3;3;0;0;0;0;10;7;2;0;0;0;0;0;0;0;7;0;3;2;2;0;0
29128-6389;insucesso;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
29688-6398;SUCESSO;1;1;0;0;0;16;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29887-6398;insucesso;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;3;0;0;3;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
30676-6388;SUCESSO;0;0;0;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;3;1;0;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;3;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;11;2;0;0;0;1;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;4;0;0;0;0;4;0;1;0;0;2;0
31005-6398;insucesso;0;0;0;0;0;8;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31109-6398;SUCESSO;1;0;1;0;0;32;8;0;2;2;12;3;0;3;0;0;0;0;0;0;0;6;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;14;5;0;0;0;3;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;3;1;0;1;0;1;0;0;0;0;2;1;0;0;2;2;0;0;1;0;0;0;8;1;0;0;0;2;4;1;0;3;1;1;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;3;0;1;0;0;1;0;0;0;0;1;0
31113-6388;SUCESSO;0;0;0;0;0;19;3;0;1;2;7;1;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;6;0;1;4;1;0;0;1;1;0;1;0;0;0;2;0;0;2;7;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;8;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;0;2;1;0;6;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
31199-6388;SUCESSO;1;1;0;0;0;36;9;0;4;1;6;0;0;0;0;0;0;0;0;0;0;13;1;0;8;0;4;2;1;0;2;0;0;0;0;0;0;0;5;0;0;1;1;0;0;0;0;0;0;1;1;0;6;4;0;2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;2;0;0;2;2;0;7;3;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;29;1;0;0;0;1;13;0;0;6;2;1;0;0;0;1;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31270-6388;SUCESSO;0;0;0;0;0;46;6;0;1;0;5;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4;2;1;0;2;2;0;1;0;0;0;3;0;0;3;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;1;0;0;5;0;0;0;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0
31286-6388;SUCESSO;0;0;0;0;0;25;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;7;1;0;2;0;2;1;0;0;0;1;0;0;0;0;0;0;9;0;0;2;1;0;0;1;2;0;0;0;0;0;1;0;0;1;9;3;0;1;1;0;0;0;0;0;1;1;1;2;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;2;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;13;4;0;0;1;0;3;0;0;3;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24;0;2;0;0;0;0;0;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;2;0
31354-5714;SUCESSO;2;1;1;0;0;10;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;2;0;0;0;1;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31362-5714;SUCESSO;0;0;0;0;0;10;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;1;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;10;0;7;0;0;2;0;0;0;0;1;0
31433-6388;SUCESSO;1;0;1;0;0;19;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1;8;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0
31478-5714;SUCESSO;0;0;0;0;0;7;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;2;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
31543-6398;insucesso;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;7;0;1;2;1;1;0;0;0;0;0;0;0;1;0;2;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
31563-6398;insucesso;0;0;0;0;0;20;1;0;0;0;6;2;0;2;2;1;0;0;0;0;0;5;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;11;3;1;0;1;3;1;0;0;1;2;1;0;1;0;0;0;0;0;1;0;1;1;0;0;9;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;15;2;1;0;1;2;7;0;1;1;1;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;16;1;2;0;0;2;2;0;3;1;0;0;1;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;4;0;1;1;0;0;0;0;6;0;1;1;0;0;1
31592-6388;SUCESSO;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;1;0;0;3;0;0;0;0;1;0
31618-6388;SUCESSO;1;1;0;0;0;40;0;0;0;0;5;0;0;2;1;1;0;0;0;0;0;18;1;0;9;0;4;1;1;0;3;0;0;0;0;0;0;0;9;1;1;1;0;0;0;0;2;0;1;1;0;0;2;1;0;1;14;2;0;1;1;2;0;1;0;0;4;2;1;3;0;0;0;0;0;1;1;0;0;0;0;17;4;0;1;0;1;1;0;10;3;0;6;1;4;2;1;1;1;0;0;1;0;0;0;0;0;0;2;0;2;34;5;0;0;1;0;16;0;0;10;6;4;2;1;1;0;0;0;0;0;1;7;3;0;0;5;1;0;1;0;9;0;8;2;0;0;0;0;16;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;3;0;0;1;1;1;0
31698-5714;insucesso;2;0;2;2;0;12;0;0;0;0;6;0;0;2;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;11;0;0;0;0;4;0;2;1;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31753-5714;insucesso;0;0;0;0;0;13;1;1;0;0;3;0;0;1;1;0;1;0;0;0;0;5;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;6;1;0;0;0;1;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;15;0;1;0;0;1;1;0;5;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
31791-6389;insucesso;0;0;0;0;0;10;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;5;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;4;2;0;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;2;2;0;0;0;0;0;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;3;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;8;0;1;0;0;1;1;0;4;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32790-6388;SUCESSO;0;0;0;0;0;14;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;2;5;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0
32853-6398;insucesso;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32869-5714;SUCESSO;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;2;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;3;0;1;0;0;0;9;0;0;0;0;0;0;1;8;0;1;2;0;2;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;8;0;0;0;0;0;6;0;0;6;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
32885-5714;insucesso;0;0;0;0;0;10;5;1;0;0;1;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;1;0;2;2;0;0;2;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;1;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
33396-6388;SUCESSO;0;0;0;0;2;29;1;0;0;1;4;0;0;2;0;0;0;0;0;0;0;10;0;0;5;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;5;3;2;2;5;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;2;0;0;1;1;0;4;0;0;3;0;2;1;0;0;1;1;0;2;2;1;0;0;0;0;4;3;1;19;0;0;0;0;1;9;0;0;4;2;1;1;0;0;2;0;0;0;0;2;0;0;0;0;0;2;0;2;0;1;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;3;0;3;1;3;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;4;0;0;1;0;1;0
