IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>14>41>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>41>43>44>;14>42>;14>42>41>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>49>;14>49>49>;14>49>49>48>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>32>;30>32>;30>32>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>32>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;32>31>30>31>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;42>41>;43>;43>14>;43>41>;43>43>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>
13405-5490;SUCESSO;1;1;0;0;75;3;1;0;1;0;0;0;7;0;6;0;3;1;1;0;0;0;0;21;0;7;2;1;1;0;0;0;0;5;5;1;1;0;5;0;0;1;1;1;0;0;0;0;0;4;0;0;0;1;0;1;0;1;1;1;0;0;0;0;15;4;1;1;1;7;2;2;2;1;1;3;2;0;0;0;0;0;0;1;16;1;0;11;1;1;6;2;2;1;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;55;2;2;0;0;17;0;0;8;0;3;1;1;1;0;0;0;2;1;0;0;0;14;0;0;0;11;2;4;0;3;2;1;26;3;0;0;2;2;7;2;0;4;2;0;3;1;1;0;0;0;1;1;1;0;8;0;0;0;0;9;5;2;0;4;4;4;1;1;0;4;0;3;3;0;0
14770-5489;insucesso;1;1;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;11;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;2;1;0;0;0;0;2;1;0;2;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18398-5384;SUCESSO;2;2;0;0;34;0;0;0;6;0;0;0;6;0;2;0;1;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;3;2;0;0;7;0;0;0;1;0;0;1;1;1;1;0;0;0;0;14;4;0;0;0;6;1;2;2;2;1;1;0;0;0;0;0;0;0;0;16;5;1;8;1;0;3;1;1;1;0;0;0;0;0;3;2;0;2;0;0;0;0;0;0;23;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;0;0;3;0;1;0;1;1;1;11;3;2;0;0;0;4;3;2;3;3;2;3;3;1;1;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;17;6;3;1;3;0;1;1;2;0
18444-5384;insucesso;1;0;1;1;8;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;2;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;6;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21513-5384;insucesso;1;1;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2;0;2;1;1;1;0;5;3;1;0;0;0;3;3;1;2;1;0;2;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22559-5384;SUCESSO;1;0;1;1;9;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;5;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22607-5384;insucesso;1;1;1;1;10;0;0;0;3;1;0;0;3;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;5;1;1;1;2;1;0;0;1;1;1;0;0;0;0;6;2;2;0;0;2;0;2;1;0;0;1;1;0;0;0;0;0;0;0;5;1;0;3;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;1;0;0
22659-5490;insucesso;1;0;1;1;48;9;3;3;0;0;0;2;6;0;3;0;0;0;2;0;14;10;7;11;1;5;3;2;2;1;0;4;4;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;2;1;1;24;7;0;0;0;3;0;2;1;0;0;18;13;7;7;9;11;4;0;1;27;4;1;23;7;0;2;2;1;16;12;6;6;11;0;6;4;7;3;0;26;11;19;16;8;23;4;0;5;2;11;3;0;6;0;4;4;3;2;1;1;0;2;0;0;6;5;4;1;0;0;2;0;1;0;1;1;0;3;1;0;0;0;0;3;0;0;2;0;0;2;0;2;0;3;3;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22700-5489;SUCESSO;1;0;1;1;6;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23668-5490;insucesso;1;0;1;1;12;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;11;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1;2;2;1;0;0;4;0;1;0;3;0;1;1;1;0;0;7;1;1;0;0;0;3;1;1;3;1;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25326-5490;insucesso;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
27002-5489;insucesso;0;0;0;0;8;1;0;0;0;0;0;1;2;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;2;0;0;0;2;0
27928-5384;insucesso;0;0;0;0;8;2;0;0;1;1;0;0;5;1;2;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0;5;2;1;3;0;0;0;0;0;2;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;3;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0
28101-5384;insucesso;2;1;1;1;9;2;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28198-5490;insucesso;1;0;1;1;22;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;8;0;3;1;1;0;0;0;0;0;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;1;1;0;0;0;1;0;0;0;0;2;1;0;3;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;1;1;8;0;0;3;0;1;0;0;0;0;1;0;1;0;0;0;0;6;0;1;0;5;0;1;0;0;0;0;10;3;2;0;0;0;4;2;1;2;2;0;2;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0
28391-5489;insucesso;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30492-5384;insucesso;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;1;0;4;0;0;0;1;0
30588-5490;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30639-5489;SUCESSO;1;1;0;0;19;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;1;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;6;1;0;0;0;2;1;2;1;1;1;0;0;0;0;0;0;0;1;0;10;0;0;6;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;12;0;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;0;0;3;0;3;0;2;2;2;3;1;1;0;0;0;3;1;1;2;1;1;2;1;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0
30703-5384;SUCESSO;1;1;0;0;42;5;0;0;4;0;0;1;10;0;5;0;0;0;1;1;0;0;0;7;0;5;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;4;4;7;0;0;0;0;0;2;0;1;1;1;0;1;0;0;29;1;0;0;0;10;1;6;5;4;2;3;2;0;0;0;0;0;2;4;32;1;0;19;0;0;4;1;1;2;1;0;0;0;0;3;1;0;2;2;1;0;0;0;0;26;1;0;4;1;14;4;1;7;1;1;0;0;0;0;1;0;3;2;1;0;0;9;0;3;3;4;0;3;0;3;3;2;18;0;0;0;0;0;4;0;0;4;0;0;4;0;3;0;2;0;1;1;1;0;11;0;0;0;0;2;2;0;0;6;4;8;1;0;0;9;0;4;4;0;0
30705-5489;insucesso;1;0;1;1;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;1;0
30745-5490;SUCESSO;1;0;1;1;69;1;0;0;4;2;0;0;24;1;19;3;5;2;1;0;0;0;0;12;1;5;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;7;4;4;7;7;1;7;7;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;40;11;1;1;3;6;1;2;1;0;0;8;2;0;0;0;0;0;1;2;52;3;1;31;8;1;5;2;1;4;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;34;0;0;5;2;13;4;2;4;0;3;2;1;1;0;0;0;1;1;1;0;0;6;0;0;0;4;0;2;0;1;0;0;20;2;0;0;0;0;6;2;0;2;1;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;5;5;3;2;0;0;9;2;5;5;0;0
30799-5384;SUCESSO;1;0;0;0;52;3;1;0;5;3;0;0;10;0;9;5;3;2;0;0;0;0;0;16;0;9;1;0;0;0;0;0;0;6;4;3;2;0;0;0;0;4;0;0;3;3;1;2;2;10;0;0;0;4;0;0;1;1;1;0;0;0;0;0;20;11;4;3;3;6;3;5;2;2;1;1;0;0;0;0;0;0;1;0;23;2;1;18;7;2;6;5;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;54;0;3;5;1;21;5;1;5;3;2;2;1;0;0;2;2;2;2;1;0;0;16;0;0;1;14;1;7;0;4;4;2;30;3;3;1;0;0;9;3;3;6;3;3;5;3;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;1;1;4;0;0;0;2;0
30807-5489;SUCESSO;2;1;1;1;35;0;0;0;2;0;0;0;6;0;2;1;1;1;0;0;0;0;0;15;1;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;1;1;1;1;0;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;5;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;11;1;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;36;4;1;3;2;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;2;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;7;4;0;0;0;6;4;0;0;2;2;0;0;0;0;3;0;2;2;0;0
30812-5490;SUCESSO;1;1;0;0;22;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;4;1;1;1;0;0;0;0;13;0;0;0;0;2;0;1;1;1;0;1;0;0;0;0;0;0;1;2;12;2;0;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;42;1;1;1;1;10;0;0;6;0;2;0;0;0;0;0;0;1;1;1;0;0;3;0;1;0;2;0;2;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;1;1;0;0
30813-5490;SUCESSO;2;1;1;1;19;0;0;0;2;0;0;0;3;1;2;1;1;1;0;0;0;0;0;12;2;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;1;0;0;0;1;1;4;1;1;1;0;0;0;1;0;0;0;0;0;0;0;12;1;0;0;1;2;0;1;0;0;0;3;2;0;0;0;0;0;0;0;11;2;1;9;1;0;1;1;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;32;1;1;2;1;11;0;0;3;0;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;1;2;2;0;2
31031-5384;SUCESSO;1;0;1;1;41;2;2;0;6;1;0;0;7;0;4;3;0;0;1;0;0;0;0;15;0;7;3;1;0;0;0;0;0;3;2;1;0;0;0;0;0;1;0;0;2;2;0;4;4;10;1;1;1;2;0;0;1;0;0;0;0;0;0;0;13;6;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;8;5;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;36;0;0;1;0;11;0;0;5;0;2;1;1;1;0;2;2;3;3;2;0;0;10;0;0;1;10;1;4;0;2;1;1;13;5;2;2;1;1;6;4;2;3;3;2;2;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
31158-5384;insucesso;1;1;0;0;24;1;0;0;2;0;0;1;3;0;1;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;1;1;0;0;2;0;0;0;4;1;1;1;1;0;0;0;5;0;0;0;0;0;1;3;1;1;1;0;2;0;2;8;0;0;0;0;5;0;3;3;0;0;2;1;0;0;0;0;0;2;0;9;1;0;5;0;0;4;2;2;1;1;0;0;0;1;1;1;0;2;0;2;1;1;1;1;29;1;0;5;0;6;3;0;1;0;0;0;0;0;0;1;1;2;2;1;1;0;6;0;0;0;6;0;5;1;2;2;0;7;3;0;0;0;0;5;2;0;2;1;0;2;1;2;0;2;1;1;1;1;0;7;0;0;0;5;1;1;1;1;1;1;6;4;1;0;8;1;1;1;2;0
31170-5490;SUCESSO;2;1;1;1;67;2;0;0;5;3;0;0;14;2;10;1;4;3;0;0;0;0;0;13;1;5;0;0;0;0;0;0;0;7;5;1;1;0;0;0;0;7;2;2;4;3;2;3;3;10;1;1;1;5;0;0;2;1;1;1;0;0;0;0;20;7;0;0;1;5;0;3;1;1;1;4;2;0;0;0;0;0;0;0;33;6;1;18;4;0;5;3;1;2;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;42;1;3;5;2;15;2;0;5;1;4;2;1;0;0;0;0;0;0;0;0;0;12;0;0;0;8;1;3;0;3;1;1;20;5;2;1;2;1;8;3;2;3;2;1;1;1;1;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;3;3;10;4;2;0;8;2;2;2;2;1
31219-5490;SUCESSO;2;2;0;0;29;1;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;10;0;3;1;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;1;0;1;0;0;6;0;0;0;0;3;0;1;1;1;1;1;1;0;0;0;0;0;4;0;6;0;0;5;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;1;1;0;5;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;15;0;0;0;15;2;2;0;0;0;0;31;5;1;1;1;1;7;3;0;3;2;0;2;1;1;1;3;0;2;2;2;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31292-5384;SUCESSO;1;0;1;1;32;1;1;0;1;0;0;0;10;2;8;1;0;0;4;0;0;0;0;10;1;5;3;3;2;0;0;0;0;4;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;13;4;2;1;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;16;7;2;12;4;2;0;0;0;6;5;0;0;0;0;0;0;0;1;0;2;0;0;0;0;20;0;1;3;1;8;1;0;6;0;5;3;3;2;0;3;3;4;3;2;0;0;7;0;1;1;5;1;3;0;2;2;1;7;4;3;3;0;0;3;2;1;2;2;1;2;2;1;1;1;0;1;0;0;1;22;10;0;0;0;2;1;1;0;2;1;10;2;0;0;4;0;2;1;0;2
31311-5489;insucesso;1;0;1;1;14;0;0;0;1;0;0;0;5;0;2;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;5;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;0;3;0;0;0;2;0;2;1;0;0;0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;3;0;2;2;0;0
31316-5490;SUCESSO;1;1;0;0;20;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;14;3;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;7;2;2;1;3;0;0;0;2;0
