IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>14>41>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>41>43>44>;14>42>;14>42>41>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>49>;14>49>49>;14>49>49>48>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>32>;30>32>;30>32>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>32>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;32>31>30>31>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;42>41>;43>;43>14>;43>41>;43>43>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>
36159-5490;SUCESSO;1;1;0;0;21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;2;1;0;0;4;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;5;0;0;4;0;3;2;2;0;0;0;0;1;0;0;0;0;4;0;1;0;2;0;1;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;18;2;1;1;5;2;1;1;1;2
36170-5384;SUCESSO;1;0;1;1;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36173-5489;insucesso;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36189-5490;SUCESSO;1;1;0;0;11;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;2;1;1;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;2;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2;2;0;0
36194-5489;insucesso;0;0;0;0;19;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;3;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;0;1;1;1;8;0;0;3;0;1;1;1;1;1;1;0;3;1;0;1;1;5;0;1;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;1;0;0;0;1;0
36244-5490;insucesso;1;1;0;0;42;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;1;0;7;1;3;2;0;0;0;0;0;0;0;0;0;0;1;15;11;10;2;1;1;2;2;0;3;3;5;0;0;0;1;0;0;3;1;1;1;12;3;0;1;16;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;14;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;2;0;2;1;0;32;0;1;1;1;7;0;0;3;0;1;0;0;0;0;1;0;1;0;0;0;0;3;0;1;0;2;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;24;0;9;0;2;17;16;11;11;2;1;24;7;4;0;5;0;1;1;1;0
36259-5490;insucesso;1;0;0;0;25;2;1;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;42;1;0;0;0;5;0;0;2;0;1;1;0;0;0;1;1;5;4;1;0;0;8;0;1;0;5;0;1;0;1;1;0;7;3;2;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;3;1;2;2;0;0
36278-5490;insucesso;1;0;1;1;26;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;12;0;5;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;1;6;0;4;2;0;0;1;0;0;0;0;0;0;1;0;9;3;2;7;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;32;0;2;0;0;11;0;0;6;0;3;2;2;2;1;0;0;0;0;0;0;0;3;1;0;0;2;0;1;0;1;1;0;5;1;0;0;0;0;4;1;0;4;1;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
36306-5490;insucesso;1;1;0;0;12;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;0;1;1;1;1;2;0;0;4;0;0;0;0;2;0;1;1;0;0;1;1;0;0;0;0;0;2;0;3;0;0;2;0;0;2;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;9;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;7;1;1;0;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0
36352-5489;insucesso;0;0;0;0;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;18;0;1;1;0;7;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36383-5490;insucesso;0;0;0;0;23;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;7;1;0;0;0;3;0;2;1;0;0;1;1;1;1;0;1;1;0;0;5;0;0;5;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;17;0;0;0;0;4;0;0;2;0;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;0;0;1;1;17;1;0;0;3;0;1;1;0;0
36400-5490;insucesso;1;0;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;2;1;1;0;0;2;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36413-5489;SUCESSO;2;1;1;1;22;1;1;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;2;1;1;1;1;0;1;0;1;1;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;0;1;2;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2;2;0;0
36430-5489;insucesso;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;1;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36444-5490;SUCESSO;1;1;0;0;40;1;1;0;2;1;0;0;7;1;4;1;1;1;0;1;0;0;0;16;0;6;3;3;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5;0;0;0;2;0;1;1;1;1;1;0;0;0;0;12;7;3;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;16;4;2;12;7;3;2;1;1;0;0;0;0;0;0;3;3;0;0;2;4;0;0;0;0;40;0;1;5;4;13;2;2;4;2;4;2;2;2;0;1;1;3;2;2;0;0;6;0;0;1;4;0;3;0;3;2;0;5;2;1;1;0;0;4;2;1;3;2;1;2;1;0;0;1;0;1;1;1;0;3;3;0;0;0;2;0;2;0;2;2;3;0;0;0;3;0;2;2;0;2
36510-5489;insucesso;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;3;0;3;2;0;12;2;0;1;1;6;0;0;3;0;2;1;0;0;0;0;0;0;0;0;4;4;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36543-5384;SUCESSO;1;1;0;0;17;0;0;0;5;2;0;1;2;0;2;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;2;2;8;0;0;0;3;0;1;0;0;0;0;0;2;0;0;8;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;9;0;0;5;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;4;0;0;2;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0
36545-5384;insucesso;3;1;2;2;15;0;0;0;6;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;1;0;0;4;0;1;1;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;12;0;0;0;0;2;0;0;2;0;1;1;0;0;0;0;0;3;3;1;0;0;5;0;2;0;3;0;1;1;1;1;0;9;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;3;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36637-5489;SUCESSO;1;0;0;0;48;14;2;0;3;1;0;0;6;0;4;0;2;0;0;2;0;0;0;15;0;4;1;1;0;0;0;0;0;5;5;4;2;0;0;0;0;2;1;1;2;2;1;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;6;0;2;2;2;2;1;1;0;0;0;0;0;0;1;15;2;1;8;0;0;4;0;0;1;1;0;0;0;0;2;0;0;2;1;1;0;0;0;0;71;2;1;3;2;19;2;2;6;1;4;2;2;1;0;1;0;2;0;0;0;0;10;0;1;2;7;1;6;0;3;2;1;11;3;1;1;2;2;8;2;1;3;1;1;2;1;1;1;3;0;1;1;0;0;3;1;0;0;0;0;0;0;0;3;3;0;0;0;0;6;1;3;3;0;0
36672-5489;insucesso;0;0;0;0;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36694-5489;insucesso;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;5;0;0;2;1;5;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36914-5490;insucesso;0;0;0;0;23;0;0;0;0;0;0;0;4;1;3;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;10;1;0;8;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;36;0;0;2;1;17;2;0;5;0;3;2;2;2;2;1;1;1;1;0;0;0;4;1;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;2;1;2;1;2;2;0;0;0;0;4;2;2;2;0;0
36992-5384;SUCESSO;1;1;0;0;28;0;0;0;1;0;0;0;5;1;3;0;1;1;1;1;0;0;0;10;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;1;9;0;0;0;1;0;0;2;1;1;1;0;1;0;0;12;1;0;0;0;2;0;2;1;1;1;4;2;0;0;0;0;0;0;0;15;2;2;9;1;0;2;2;1;2;2;0;0;0;0;2;2;0;0;0;1;0;0;0;0;29;0;2;1;1;11;0;0;3;0;1;0;0;0;0;0;0;1;1;1;0;0;5;0;0;0;5;0;2;0;1;0;0;17;1;1;1;0;0;2;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0
37574-5489;insucesso;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37609-5489;SUCESSO;1;0;0;0;20;1;1;0;2;0;0;0;3;0;1;0;0;0;0;2;0;0;0;8;0;3;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;10;0;0;1;1;5;1;1;3;0;3;3;2;2;0;2;2;3;3;0;0;0;6;0;0;0;4;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
37663-5490;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38021-5489;SUCESSO;1;0;1;1;13;4;2;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;15;1;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;3;0;0;0;0;0;0;11;2;0;0;1;1;3;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
38165-5384;insucesso;0;0;0;0;5;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
38975-5384;SUCESSO;1;0;1;1;33;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;6;1;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;10;0;0;5;0;2;2;0;0;0;1;1;1;1;1;0;0;3;0;0;0;3;0;3;0;2;0;0;6;1;1;1;0;0;6;1;1;4;1;1;2;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;6;1;0;0;1;0
38994-5384;insucesso;1;0;1;0;22;2;0;0;2;0;0;0;7;2;2;1;1;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;4;0;0;0;0;0;1;0;0;0;0;2;1;0;1;5;1;1;0;0;1;0;1;0;0;0;3;1;0;0;1;1;1;0;2;10;6;4;5;1;0;1;1;0;2;0;0;0;1;0;2;1;3;0;2;3;2;2;0;0;8;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;1;2;0;0;1;0;0;0;0;0;22;13;6;0;3;1;0;0;2;0
39065-5384;insucesso;1;0;1;1;8;1;1;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;1;0;3;0;0;0;0;1;2;0;1;3;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;2;0;0;1;4;0;0;2;0;0;2;1;1;0;0;0;0;1;0;0;0;0;1;1;2;1;0;0;0;8;1;1;1;1;3;1;0;3;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;1;0;1;1;0;0;0;0;1;1;0;0;3;0;0;0;1;0
39095-5384;insucesso;1;0;1;0;34;1;0;0;6;4;0;0;4;0;3;2;0;0;2;0;0;0;0;11;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;0;5;1;0;0;0;0;0;0;0;0;0;4;3;2;0;1;1;0;1;0;0;0;3;2;1;1;0;0;0;0;0;7;3;0;4;2;0;1;1;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;2;2;5;1;0;2;0;1;1;0;0;0;2;1;4;3;1;0;0;6;1;0;0;5;0;2;1;0;0;0;7;3;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
