IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>14>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>42>;14>43>;14>43>44>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>3>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>32>31>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>41>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>32>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>41>;41>41>43>;41>43>;41>43>44>;42>;42>41>;43>;43>44>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>
36057-5384;insucesso;3;1;2;2;0;22;1;1;7;1;1;0;0;0;2;0;1;1;0;0;0;0;0;8;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;13;2;2;2;3;0;1;1;0;0;1;1;1;1;0;0;0;0;4;2;1;0;3;1;1;0;0;0;0;0;0;0;0;1;0;6;1;0;0;4;1;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;19;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36058-5490;SUCESSO;2;1;1;0;0;78;9;4;3;2;0;4;0;0;10;0;5;0;1;0;4;0;0;24;0;0;10;4;1;1;0;0;1;0;1;0;5;0;0;0;0;0;0;6;1;1;0;2;0;0;0;0;0;0;0;0;0;0;4;0;1;19;3;2;0;7;2;3;1;0;4;3;0;0;0;0;4;2;25;1;0;0;19;1;0;7;3;1;4;3;0;0;0;7;5;0;3;0;1;0;0;0;71;2;1;3;2;23;0;0;0;7;0;2;2;2;2;0;0;0;1;0;0;0;12;6;5;1;0;0;19;1;1;13;1;2;0;1;0;1;2;0;2;1;1;0;5;0;0;0;0;1;1;0;0;0;0;8;2;0;0;5;1;0;0;1
36089-5384;insucesso;1;0;0;0;0;34;2;0;9;4;0;0;0;0;3;1;0;0;0;0;0;0;0;15;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;18;0;0;0;8;1;5;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;45;1;2;0;0;14;0;0;0;4;0;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36123-5384;insucesso;0;0;0;0;0;21;3;0;6;0;2;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;2;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;7;0;0;0;5;0;2;1;1;1;0;0;0;0;0;6;6;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36131-5489;insucesso;3;2;2;2;0;98;7;3;7;4;0;1;1;0;5;1;4;2;1;0;0;7;6;35;1;1;20;5;2;1;1;0;4;2;0;0;1;0;0;3;3;1;1;16;1;1;1;7;1;2;3;1;1;1;1;1;1;0;4;2;2;30;14;2;5;6;3;2;1;0;6;5;3;3;1;1;0;1;37;6;0;1;27;9;4;5;2;1;4;3;3;3;1;4;2;2;0;0;14;2;12;8;160;5;2;5;2;64;0;1;0;24;0;16;9;5;4;4;4;1;2;2;0;0;10;6;5;2;0;0;9;3;0;8;3;5;2;2;0;1;2;2;3;2;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
36137-5384;insucesso;2;1;1;1;0;44;7;4;9;1;1;2;0;1;0;0;0;0;0;0;0;0;0;23;1;0;14;11;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;19;1;1;1;4;0;3;2;0;0;3;1;1;1;3;2;0;1;6;2;0;2;2;1;2;2;0;2;1;0;0;0;0;0;1;5;1;0;1;4;1;1;1;1;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;56;1;5;3;2;30;3;3;2;23;2;12;9;8;4;4;4;1;1;1;0;0;2;2;2;2;2;0;5;1;1;3;0;3;0;2;0;1;0;0;2;1;1;1;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36139-5384;insucesso;1;0;1;1;0;37;0;0;5;0;0;0;0;0;8;0;5;0;2;0;0;0;0;3;0;1;1;1;1;1;1;0;2;2;0;0;1;0;0;0;0;0;0;13;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;1;0;10;3;3;1;0;2;1;0;0;0;0;1;0;25;0;0;0;14;0;0;5;2;0;1;1;0;0;0;4;3;0;2;0;0;0;0;0;19;0;1;5;3;5;1;3;2;1;1;1;1;1;1;0;0;0;1;1;0;0;4;3;2;1;1;0;5;2;1;3;2;1;1;1;0;0;2;0;1;0;0;1;10;0;0;0;0;0;0;0;0;4;3;0;0;0;0;4;0;4;3;0
36145-5384;insucesso;0;0;0;0;0;26;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;8;3;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;10;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;14;0;1;1;0;10;1;1;0;4;0;1;0;0;0;0;0;1;1;1;0;0;4;2;2;0;0;0;6;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;3;3;0;3;0;0;0;0
36159-5490;SUCESSO;2;2;0;0;0;55;3;0;6;2;0;1;0;0;8;1;3;0;0;0;1;0;0;18;1;0;2;1;0;0;0;0;0;0;0;0;7;2;1;4;4;1;1;13;0;0;0;4;0;0;1;0;0;3;2;2;2;0;3;0;0;11;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;3;21;3;1;0;8;0;0;2;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;54;0;1;1;0;11;0;0;0;7;0;5;4;3;1;0;0;0;1;0;0;0;4;2;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;2;2;2;0;3;0;0;0;0;0;0;0;0;2;1;26;8;4;4;11;4;2;1;2
36170-5384;SUCESSO;1;0;1;1;0;21;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36173-5489;insucesso;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36189-5490;SUCESSO;2;1;1;1;0;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;1;0;4;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;5;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;3;0;0;8;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2;2;0
36194-5489;insucesso;0;0;0;0;0;24;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;8;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;2;0;3;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;1;1;1;8;0;0;0;3;0;1;1;1;1;1;0;1;3;1;2;1;6;3;1;0;0;0;4;0;0;2;0;1;0;1;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2;0;0;1;0;0;0;1
36244-5490;insucesso;2;1;1;1;0;57;1;0;6;0;0;2;0;0;0;0;0;0;0;0;0;1;1;7;0;1;3;2;0;0;0;0;0;0;22;16;2;0;0;2;2;3;3;12;1;1;1;1;0;0;1;0;0;4;1;1;1;13;5;0;2;17;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;17;1;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;3;4;2;0;2;1;52;0;1;2;1;8;1;0;0;4;0;1;0;0;0;0;0;1;1;0;0;0;3;2;1;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;2;1;1;1;30;0;0;10;2;24;22;16;15;3;2;25;7;4;0;7;0;2;2;2
36259-5490;insucesso;2;0;1;0;0;44;6;3;2;0;0;0;0;0;3;0;1;1;0;0;0;1;1;16;0;1;3;1;1;1;0;0;1;1;0;0;3;0;0;1;1;0;0;10;0;0;0;1;0;0;1;2;2;1;0;0;0;0;2;0;2;12;3;0;0;5;1;3;1;0;1;0;0;0;1;1;1;0;14;1;0;0;9;2;0;5;3;1;1;0;0;0;0;1;0;0;2;0;3;0;3;2;60;1;0;1;0;11;0;0;0;3;0;2;2;0;0;0;0;1;5;4;0;0;8;5;1;1;1;0;7;3;2;1;1;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;6;5;3;1;0;0;6;0;4;4;1
36278-5490;insucesso;3;1;2;2;0;43;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;14;2;0;6;4;3;2;2;0;0;0;0;0;1;0;0;0;0;0;0;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;1;6;0;4;2;0;1;0;0;0;0;0;1;0;9;3;0;2;7;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;3;0;0;15;0;0;0;8;0;4;3;3;3;2;2;0;0;0;0;0;3;2;1;1;1;0;5;1;0;4;1;4;1;3;0;0;0;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36306-5490;insucesso;2;2;0;0;0;19;1;0;3;0;1;2;0;0;1;0;1;0;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;1;1;0;0;5;0;0;0;0;0;0;1;0;0;1;2;2;2;1;3;0;0;4;0;0;0;2;0;1;1;0;1;1;0;0;0;0;2;0;3;0;0;0;2;0;0;2;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;14;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;7;0;0;1;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0
36352-5489;insucesso;0;0;0;0;0;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;27;0;2;2;0;11;1;1;0;6;1;4;2;1;0;0;0;0;0;0;0;0;2;2;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
36383-5490;insucesso;1;1;0;0;0;51;2;1;3;0;1;3;3;0;0;0;0;0;0;0;0;2;2;17;0;1;9;4;2;2;1;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;1;1;0;1;1;1;1;1;1;1;0;5;4;1;12;2;0;0;4;1;3;2;0;4;4;3;2;4;4;0;0;11;1;0;1;10;1;0;2;2;2;4;4;3;2;4;0;0;1;0;0;6;0;6;5;39;1;1;1;0;14;0;0;0;4;0;2;2;1;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;3;0;0;0;2;0;0;0;0;1;1;28;2;0;0;5;0;1;1;1
36400-5490;insucesso;5;2;4;4;0;27;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;4;4;5;0;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;1;0;0;12;0;0;0;5;0;1;0;0;0;0;0;0;2;1;0;0;2;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;5;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36413-5489;SUCESSO;2;1;1;1;0;34;6;3;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;17;1;0;3;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;2;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;1;2;1;6;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;3;0
36430-5489;insucesso;0;0;0;0;0;9;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;1;1;1;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36444-5490;SUCESSO;2;1;1;1;0;60;3;3;4;1;0;0;0;0;8;1;5;2;1;1;1;0;0;26;2;0;10;3;3;1;0;0;0;0;2;0;1;0;0;0;0;0;0;10;0;0;0;3;0;0;1;0;0;1;1;1;1;0;0;0;0;13;8;3;3;2;1;1;1;0;0;0;0;0;0;0;0;0;18;6;2;2;13;8;0;2;1;1;0;0;0;0;0;4;3;0;0;0;6;0;0;0;69;2;3;5;4;25;0;2;0;11;0;8;5;3;2;0;0;1;3;2;0;0;6;4;3;3;2;0;5;2;1;4;2;3;2;2;1;0;1;0;2;1;1;1;3;0;3;0;0;2;0;0;0;5;4;3;0;0;0;5;0;4;4;0
36510-5489;insucesso;0;0;0;0;0;18;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;1;1;1;1;0;0;1;1;1;1;4;4;0;0;4;0;0;0;4;1;1;0;0;0;1;1;1;1;3;0;0;1;0;1;4;0;4;2;16;2;0;1;1;8;0;0;0;4;0;2;1;0;0;0;0;0;1;0;4;4;5;4;2;0;0;0;12;1;0;4;1;0;0;0;0;0;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36543-5384;SUCESSO;1;1;0;0;4;40;3;3;7;3;0;2;0;0;6;0;2;0;0;0;3;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;14;0;0;0;4;0;0;2;0;0;1;0;0;0;0;5;0;1;12;1;0;0;2;0;0;0;0;2;1;0;0;0;0;0;2;16;0;0;0;8;1;0;1;0;0;1;1;0;0;0;4;1;0;0;0;2;0;0;0;17;0;1;3;0;6;0;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;8;4;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0
36545-5384;insucesso;3;1;2;2;0;19;0;0;9;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;15;1;1;1;0;0;0;6;0;0;1;1;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;14;0;1;0;0;4;1;0;0;3;0;1;1;0;0;0;0;0;3;3;0;0;5;3;1;1;1;0;9;1;0;1;1;1;1;1;0;0;0;0;3;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36589-5489;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36637-5489;SUCESSO;2;1;0;0;0;77;23;4;5;1;0;0;0;0;7;0;5;0;3;1;2;0;0;26;1;0;8;4;2;0;0;0;7;6;0;0;3;1;1;2;2;0;0;11;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0;0;0;16;2;0;0;10;1;5;3;3;1;1;0;0;0;0;0;1;19;2;0;1;12;0;0;8;3;1;1;1;0;0;0;2;0;0;2;0;1;0;0;0;127;2;1;4;3;34;0;3;0;17;0;10;6;4;1;0;0;2;5;1;0;0;16;10;9;5;4;3;14;5;3;11;4;5;2;4;2;3;4;0;2;2;1;0;3;0;1;0;0;0;0;0;0;4;4;0;0;0;0;9;2;4;4;0
36672-5489;insucesso;0;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
36694-5489;insucesso;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;5;0;0;2;1;5;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36914-5490;insucesso;0;0;0;0;0;26;0;0;0;0;0;0;0;0;4;1;3;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;1;0;0;0;0;0;2;2;0;0;0;0;2;0;10;1;0;0;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;38;0;0;2;1;17;0;2;1;5;1;3;2;2;2;2;2;1;1;1;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;1;2;1;4;3;0;0;0;0;5;0;3;3;0
36992-5384;SUCESSO;2;1;1;1;0;67;0;0;8;1;0;6;0;0;12;2;5;0;1;1;3;0;0;17;0;0;6;2;1;1;0;0;0;0;0;0;1;1;1;4;4;4;4;30;1;1;1;4;0;0;0;0;0;3;1;1;1;0;10;0;7;34;4;0;0;6;0;5;2;2;5;3;0;0;0;0;3;0;38;4;2;2;25;3;0;4;3;2;3;3;0;0;0;4;3;0;1;0;1;0;0;0;70;0;3;1;1;25;0;0;0;9;0;3;1;0;0;0;0;0;1;1;0;0;5;5;2;1;0;0;17;1;1;2;1;1;1;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;8;0;8;8;0
37574-5489;insucesso;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37609-5489;SUCESSO;2;1;0;0;0;29;1;1;2;0;0;0;0;0;4;0;1;0;0;0;2;0;0;13;0;0;6;3;3;1;0;0;1;0;0;0;0;0;0;1;1;2;1;3;0;0;0;1;0;0;0;0;0;1;2;2;1;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;22;1;0;1;1;14;0;1;0;8;0;7;4;3;3;0;0;2;3;3;0;0;6;4;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
37663-5490;insucesso;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;2;3;1;0;0;3;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38021-5489;SUCESSO;2;0;2;2;0;16;5;2;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;6;1;1;1;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;2;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;4;3;0;0;0;0;11;2;0;3;2;0;0;0;0;0;1;0;2;0;0;2;4;0;2;0;0;1;0;0;0;1;0;0;0;0;0;2;2;1;0;0
38165-5384;insucesso;0;0;0;0;0;8;2;0;1;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
