IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>2>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>31>;2>41>;2>46>;2>46>1>;2>46>1>2>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;43>;43>14>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
31191-4434;SUCESSO;3;3;0;0;122;9;0;0;3;19;5;4;0;0;21;0;13;0;5;3;0;2;0;0;0;23;0;12;8;7;4;0;3;1;1;1;1;11;7;4;4;0;0;0;0;0;0;0;34;0;0;0;13;6;1;4;0;0;2;2;2;2;0;0;0;37;6;2;0;17;2;9;5;2;0;4;7;5;4;0;0;3;2;44;7;2;0;29;4;13;7;4;1;1;0;0;7;5;0;6;1;0;0;0;0;51;6;6;16;0;5;23;3;8;13;0;10;6;5;4;4;1;1;5;3;1;12;0;8;2;3;2;1;0;0;12;4;2;0;0;0;5;2;0;4;2;1;0;0;0;2;2;3;3;3;0;16;6;1;0;16;10;14;14;11;6;0;0;0;15;0;12;10;0;0;0
31271-4434;insucesso;2;0;2;2;28;1;1;0;0;5;0;1;0;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;10;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;9;0;0;0;6;0;2;1;0;0;0;1;0;0;0;0;0;0;13;0;0;0;5;0;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;36;0;0;2;0;0;8;0;1;2;0;1;0;0;0;0;0;0;0;0;0;6;0;6;0;2;2;1;1;0;12;2;0;2;2;2;2;2;0;2;1;1;0;1;0;0;0;2;0;0;2;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
31295-4433;SUCESSO;4;2;2;2;49;1;0;0;0;5;0;0;0;0;11;0;0;0;0;0;0;1;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;17;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;3;2;0;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;14;0;2;1;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;4;0;1;0;0;0;0;3;0;1;1;1;1;3;0;1;0;0;0;0
31306-4433;SUCESSO;2;1;1;1;33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;13;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;46;1;1;1;0;0;11;0;0;3;0;2;1;1;0;0;0;0;3;3;0;6;0;4;0;1;1;1;0;0;16;3;1;0;0;0;3;1;0;3;1;2;0;1;0;1;0;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;2;0;1;1;0;0;0
31316-4434;insucesso;0;0;0;0;15;0;0;0;0;0;0;0;1;1;2;0;2;0;0;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3;0;0;0;2;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;1;1;0;0;0;4;2;1;1;3;0;0;0;3;0;0
31331-4434;SUCESSO;2;1;1;1;14;1;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;3;2;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;0;0;0;0;0;9;0;0;4;0;2;0;0;0;0;0;0;0;0;0;4;0;4;1;2;1;0;0;0;9;2;1;0;0;0;5;1;0;2;0;1;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31336-4434;SUCESSO;4;0;4;4;176;7;0;0;2;29;12;3;0;0;18;0;9;0;3;1;0;0;3;2;0;32;0;14;6;4;2;0;1;5;3;3;4;5;4;2;2;0;0;0;0;0;0;0;58;2;2;2;23;5;3;4;3;2;2;0;0;0;3;0;3;21;7;1;0;11;3;6;2;0;0;2;4;2;1;0;0;2;3;43;5;1;0;19;5;10;5;2;0;2;1;0;7;1;0;8;1;3;1;2;0;106;3;8;6;0;3;31;1;3;11;0;7;2;1;1;0;1;0;4;3;3;16;0;12;1;10;6;5;0;0;32;4;3;0;0;0;22;1;0;11;1;7;0;5;0;1;0;4;0;0;4;13;3;1;3;5;4;3;6;6;8;3;2;0;13;0;5;5;4;4;0
31340-4433;SUCESSO;2;2;0;0;37;2;0;0;1;3;0;1;0;0;6;0;4;0;2;1;0;1;0;0;0;16;0;5;3;2;1;0;0;0;0;0;0;0;2;2;2;0;0;0;1;1;0;0;14;0;0;0;0;0;0;1;1;0;1;2;2;2;1;1;0;9;1;0;0;3;0;2;1;1;0;0;1;0;0;0;0;1;1;12;3;1;0;6;1;3;2;1;1;1;0;0;1;0;0;2;1;0;0;0;0;49;0;2;2;0;0;23;0;1;12;0;7;4;3;1;1;4;4;5;4;2;11;0;10;0;6;2;1;0;0;20;5;4;0;0;0;7;3;0;2;1;1;0;1;0;0;0;2;2;2;0;2;0;0;0;0;0;0;4;4;0;0;0;0;4;0;4;4;0;0;0
31358-4435;SUCESSO;2;0;1;1;171;8;0;0;3;4;0;0;14;9;1;0;0;0;0;0;0;0;40;36;29;46;0;17;8;5;2;0;4;8;8;4;3;1;6;1;1;0;0;0;2;2;3;3;27;0;0;0;1;0;0;0;0;0;0;0;0;0;17;1;12;53;7;0;0;24;4;13;10;6;1;2;6;4;2;0;3;1;4;58;6;0;0;45;3;18;9;8;4;4;4;0;3;2;0;1;1;51;1;46;37;143;7;1;1;0;1;51;0;1;18;0;10;6;4;2;0;1;1;9;7;2;25;0;21;2;8;5;4;0;0;42;7;6;0;0;0;17;6;0;8;3;5;0;3;0;5;5;2;1;0;1;15;3;1;1;1;1;0;8;7;21;6;4;1;20;0;7;6;1;10;10
31359-4435;insucesso;0;0;0;0;21;0;0;0;0;6;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;4;0;2;1;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;12;0;0;0;4;2;0;0;1;0;4;0;0;0;4;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;19;0;3;1;0;1;12;1;1;8;1;6;5;2;1;0;2;0;2;1;0;4;0;3;1;0;0;0;0;0;7;2;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
31369-4433;SUCESSO;2;0;2;2;72;7;0;0;1;10;3;1;24;13;3;0;3;0;0;0;0;0;7;7;5;21;0;10;4;3;2;0;3;3;2;0;0;0;3;3;2;0;0;0;0;0;2;2;25;2;2;2;10;2;4;3;2;0;0;0;0;0;25;4;14;14;5;2;0;0;0;0;0;0;0;0;5;3;0;0;1;0;0;15;3;0;0;12;5;0;0;0;0;5;3;0;2;2;0;1;1;9;0;9;7;33;3;1;1;0;0;12;0;1;4;0;3;2;2;2;0;2;2;8;8;5;11;0;9;2;5;3;3;0;0;20;6;3;0;0;0;8;3;0;6;0;6;0;5;0;3;3;2;0;0;2;3;0;0;0;2;0;0;4;2;0;0;0;0;5;0;4;2;0;0;0
31380-4434;insucesso;2;1;1;1;52;1;0;0;0;21;6;3;0;0;1;0;0;0;0;0;0;0;0;0;0;16;2;7;4;3;2;2;0;1;1;0;0;0;1;0;0;0;0;0;2;2;0;0;29;0;0;0;9;4;3;4;0;0;4;0;0;0;0;0;0;11;4;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;5;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;40;1;5;6;0;3;12;2;1;7;1;5;3;2;1;1;1;0;4;3;0;13;0;10;0;7;6;3;2;1;16;3;2;0;0;0;9;3;2;8;3;6;3;3;1;1;0;2;2;1;1;1;0;0;0;0;0;0;0;0;6;3;1;0;2;0;0;0;0;0;0
31386-4435;insucesso;1;0;1;1;15;1;0;0;1;4;0;0;1;1;2;0;1;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;10;1;1;1;0;0;0;2;0;0;2;0;0;0;4;0;3;8;1;0;0;2;0;1;1;0;0;0;1;1;0;0;0;0;0;8;1;0;0;4;0;2;1;1;0;1;1;0;2;1;0;1;1;0;0;0;0;11;0;1;1;0;1;2;1;0;2;0;1;0;0;0;0;0;0;1;1;0;2;0;2;1;1;1;1;1;1;2;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;3;0;2;1
31410-4603;insucesso;2;2;0;0;29;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;0;0;0;1;0;1;0;0;0;0;2;2;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;1;2;0;2;9;0;1;4;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
31436-4433;insucesso;0;0;0;0;27;1;0;0;0;0;0;0;6;6;4;0;1;0;0;0;0;1;0;0;0;7;0;2;0;0;0;0;0;1;1;0;0;3;0;0;0;0;3;3;1;1;0;0;12;0;0;0;1;0;0;1;0;0;0;0;0;0;8;0;7;7;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;1;7;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;49;0;0;0;0;0;14;0;0;3;0;3;2;1;1;0;0;0;1;1;0;4;0;4;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;1;4;3;0;10;5;0;0;0;0;6;0;6;5;0;3;3
31447-4435;SUCESSO;3;0;3;3;101;3;0;0;0;11;3;0;0;0;27;0;19;0;8;5;0;1;0;0;0;8;0;3;1;1;1;0;0;0;0;0;0;0;7;1;1;0;0;0;3;3;4;4;19;1;1;1;5;0;1;1;0;0;0;0;0;0;1;0;0;41;8;2;0;14;1;7;5;1;0;1;1;1;1;0;1;0;0;55;5;0;0;35;6;12;7;5;1;0;0;0;1;1;0;1;0;1;0;1;1;19;0;0;2;0;1;4;0;1;1;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;3;0;0;0;0;1;0;1;2;2;43;8;2;0;11;0;1;1;3;0;0
31453-4433;SUCESSO;2;0;2;2;30;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;1;1;0;0;0;3;0;1;1;0;0;0;0;0;0;7;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;1;0;10;0;0;0;6;0;2;1;1;1;0;0;0;2;1;0;1;0;0;0;0;0;23;1;0;2;0;0;8;0;1;8;0;2;0;0;0;0;1;1;1;1;1;2;0;1;0;1;0;0;0;0;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2;2;0;0;0
31508-4435;insucesso;1;0;0;0;14;1;0;0;0;1;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;3;0;0;2;1;1;0;0;0;0;10;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;6;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31525-4435;insucesso;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31526-4435;insucesso;2;0;2;2;13;0;0;0;0;6;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;7;2;2;2;0;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;22;8;6;3;3;0;0;0;2;0;0
31560-4435;insucesso;2;2;0;0;53;0;0;0;0;8;0;0;0;0;4;0;2;0;1;0;0;0;4;0;0;7;0;3;1;1;0;0;0;0;0;0;3;0;4;2;0;1;0;0;1;1;0;0;10;0;0;0;2;1;0;0;0;0;0;2;2;2;1;0;0;38;1;0;0;14;0;9;3;0;0;0;2;1;0;0;0;0;0;23;1;1;0;21;0;7;3;2;0;1;0;0;2;1;4;1;2;8;0;6;0;27;0;2;4;0;3;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;2;1;1;1;1;2;2;0;0;0;0;2;2;0;1;1;1;1;1;1;2;0;2;2;2;0;12;1;0;5;1;0;0;4;4;5;1;1;0;7;1;4;4;1;0;0
31589-4435;SUCESSO;2;2;0;0;29;5;0;0;2;6;1;1;2;0;2;0;1;0;0;0;0;0;0;0;0;9;0;5;2;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;13;0;0;0;5;0;1;1;0;0;1;1;1;1;2;2;0;3;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;1;4;1;0;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;3;1;0;1;9;3;1;4;0;3;1;1;1;1;0;0;0;0;0;4;0;4;1;1;0;0;0;0;11;2;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;2;2;2;0;3;0;1;0;0;0;0;0;0;20;7;1;0;2;0;0;0;1;0;0
31595-4603;insucesso;2;0;2;2;34;1;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;15;1;3;1;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;8;1;1;1;3;0;1;0;0;0;2;0;0;0;2;0;1;4;1;0;1;2;0;2;2;0;0;0;1;0;0;0;0;0;0;6;0;0;0;4;1;2;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;28;0;5;2;0;2;9;1;1;4;0;2;1;0;0;0;1;0;3;1;0;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;4;0;0;8;6;0;0;0;0;6;0;6;6;0;0;0
31604-4435;SUCESSO;2;1;1;1;16;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;29;18;11;6;3;0;0;0;2;0;0
31612-4603;SUCESSO;2;1;1;1;37;0;0;0;0;4;0;0;0;0;3;0;2;0;0;0;0;1;0;0;0;15;0;4;3;2;1;0;0;4;3;2;0;1;1;0;0;0;0;0;0;0;0;0;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;0;0;2;1;1;0;2;0;1;3;0;0;0;3;1;1;0;0;0;2;1;0;1;1;0;0;0;2;1;0;0;33;1;0;0;0;0;13;0;0;5;0;3;2;2;2;1;1;1;2;2;1;6;0;5;1;3;0;0;0;0;10;4;3;0;0;0;5;3;0;1;1;0;0;0;0;0;0;2;1;1;1;5;0;0;0;2;1;1;0;0;4;2;2;2;2;0;0;0;1;0;0
31619-4434;insucesso;0;0;0;0;12;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;5;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;4;3;1;0;1;2;0;0;0;0;0;0;1;1;0;1;0;0;0;4;1;0;1;3;1;2;0;0;0;1;1;0;0;0;0;0;0;5;0;2;0;11;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3;0;1;0;1;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31637-4603;SUCESSO;3;1;2;2;65;2;0;0;0;2;0;0;0;0;16;0;6;0;2;0;0;2;0;0;0;9;0;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;6;4;3;3;6;2;2;2;2;0;0;0;0;0;3;1;1;1;0;0;0;20;3;1;0;7;0;1;0;0;0;0;1;0;0;0;2;1;1;33;1;0;0;18;3;6;1;0;0;1;0;0;5;2;0;0;1;3;0;3;3;31;0;0;1;0;0;9;0;0;3;0;1;0;0;0;0;0;0;2;2;1;7;0;6;1;2;2;0;0;0;9;2;1;0;0;0;4;1;0;4;1;1;0;1;0;1;0;3;1;1;2;2;2;0;0;0;0;0;0;0;2;2;2;1;3;0;0;0;1;1;1
31652-4434;SUCESSO;3;2;1;1;46;2;0;0;0;7;0;1;2;0;9;0;7;0;6;2;0;0;0;0;0;18;0;8;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;5;5;21;1;1;1;4;0;2;4;1;2;6;1;1;1;3;1;1;21;2;2;0;11;0;3;1;0;0;0;3;3;2;0;0;3;2;29;4;0;0;18;1;9;3;1;0;1;1;0;1;1;0;0;0;0;0;0;0;55;0;5;3;0;1;23;4;3;10;0;5;4;3;2;2;1;1;2;1;1;8;0;4;1;3;3;2;0;0;4;4;2;0;0;0;3;3;0;3;3;2;0;0;0;2;1;3;2;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
31658-4435;SUCESSO;0;0;0;0;60;11;0;0;3;10;0;3;0;0;10;0;7;0;4;0;0;1;0;0;0;6;0;4;0;0;0;0;1;1;1;0;0;0;10;2;2;0;0;0;1;1;0;0;15;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;2;1;0;10;2;1;1;1;1;3;6;6;1;0;1;0;1;21;3;2;0;16;1;10;1;1;1;5;5;0;4;4;0;0;0;5;0;5;3;8;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;1;3;2;1;0;0;4;1;1;0;0;0;3;1;0;2;1;1;0;0;0;2;2;0;0;0;0;3;0;0;1;0;0;0;10;9;79;28;8;2;16;0;6;6;6;3;3
31671-4434;insucesso;2;2;0;0;37;1;0;0;0;3;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;2;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;1;1;1;3;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;1;0;0;0;0;0;1;1;11;4;0;0;10;3;1;1;1;5;5
31673-4434;insucesso;2;0;2;2;31;2;0;0;1;2;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;12;1;4;2;1;1;1;0;2;2;1;0;0;3;0;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;2;2;0;2;0;0;0;3;0;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;55;1;0;3;0;1;21;0;2;6;1;4;2;1;0;0;2;0;3;1;0;9;0;8;1;4;3;3;3;2;14;1;1;1;1;1;5;1;1;3;1;3;1;3;2;0;0;2;0;0;2;1;0;0;0;0;0;0;2;2;12;3;1;1;4;0;1;1;2;0;0
31694-4433;insucesso;4;2;3;3;12;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;1;0;0;0;2;1;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;10;0;1;0;0;0;3;0;0;3;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2;2;3;1;0;0;0;0;0;0;0;0;4;1;0;0;2;0;0;0;0;0;0
31735-4434;SUCESSO;5;3;2;2;48;2;0;0;1;11;3;0;1;0;5;0;3;0;1;0;0;0;0;0;0;18;0;6;5;1;1;0;1;7;7;6;0;0;0;0;0;0;0;0;2;2;2;2;16;2;2;2;5;3;1;0;0;0;0;2;2;2;2;0;0;8;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;10;2;0;0;6;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;32;0;2;0;0;0;10;2;0;6;0;2;1;1;1;1;1;1;4;4;4;15;0;15;5;13;3;3;0;0;23;8;1;0;0;0;22;5;0;5;1;5;0;3;0;5;4;5;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31746-4434;SUCESSO;2;2;0;0;47;11;0;0;3;4;3;0;0;0;4;0;3;0;0;0;0;0;0;0;0;21;0;3;1;0;0;0;1;4;4;1;0;0;0;0;0;0;0;0;1;1;0;0;14;0;0;0;6;0;2;0;0;0;0;1;1;1;0;0;0;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;5;4;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;71;0;3;0;0;0;10;1;0;2;0;0;0;0;0;0;0;0;1;1;0;8;0;7;2;2;0;0;0;0;18;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31760-4434;insucesso;0;0;0;0;36;3;0;0;0;5;0;2;3;0;4;2;1;1;0;0;0;0;0;0;0;7;0;3;2;0;0;0;0;2;2;2;2;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;14;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;2;2;0;6;0;6;1;4;2;1;0;0;8;1;0;1;1;0;4;1;0;2;1;1;1;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;2;1;0;3;0;0;0;1;0;0
