IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>14>;14>3>2>;14>30>;14>31>;14>31>30>;14>31>30>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>41>41>41>41>41>41>41>;14>41>43>;14>41>43>44>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>8>;14>8>7>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>3>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;3>2>14>;30>;30>14>;30>30>;30>30>14>;30>30>30>;30>31>;30>31>30>;30>32>;30>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>48>;31>7>;31>7>5>;31>7>5>5>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>2>14>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>14>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>43>44>44>44>44>;42>;43>;43>14>;43>41>;43>41>41>;43>43>;43>44>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;44>44>44>44>44>44>;45>;46>;46>1>;46>1>2>;46>2>;47>;47>48>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>14>;5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
16014-5799;insucesso;0;0;0;0;16;2;1;0;0;2;2;0;7;1;5;0;0;0;0;0;0;2;1;1;7;0;2;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;6;0;0;0;3;0;3;0;3;1;0;0;0;0;3;7;3;5;2;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;1;14;0;1;1;0;0;0;3;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;1;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17491-5799;insucesso;2;1;1;1;22;5;0;0;3;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;1;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;17;1;1;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18432-5799;insucesso;1;1;1;1;20;1;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;2;1;0;0;0;0;5;1;1;1;1;0;0;3;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;29;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;12;0;0;0;0;9;2;1;1;0;16;1;0;0;1;1;3;0;0;2;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;9;3;6;2;0;3;0;0;0;3;3;2
21513-6030;SUCESSO;2;1;1;1;33;2;0;0;0;4;1;0;0;0;0;0;8;3;0;2;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;1;6;2;0;0;0;4;4;3;3;7;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;19;0;2;0;0;0;0;0;0;13;1;0;0;8;0;2;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;11;1;1;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;0;0;0;5;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;2;1;1;1;0;0;12;2;0;0;8;6;0;3;0;3;10;0;3;2;1;3;0;2;2;0;0;0
22483-6030;insucesso;2;1;1;1;11;1;1;1;0;4;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;1;1;3;1;0;1;1;1;2;1;1;1;0;7;0;7;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
22977-5799;insucesso;3;0;3;1;39;3;0;0;0;3;0;0;0;0;0;1;7;2;0;0;0;0;0;0;10;0;4;2;2;2;2;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;6;3;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;2;2;0;1;1;1;0;1;12;5;0;1;3;1;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;25;0;3;2;3;2;1;12;0;1;1;7;0;5;4;3;2;1;1;1;0;1;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
23182-6030;insucesso;1;0;1;1;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24407-6030;insucesso;4;3;3;3;37;0;0;0;0;8;1;2;3;0;0;0;3;1;0;0;0;0;0;0;8;0;4;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;5;5;0;0;0;0;24;2;2;2;3;1;1;2;2;1;2;1;1;1;0;7;0;2;0;5;1;1;0;0;1;0;0;0;6;1;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;34;1;2;1;0;0;0;12;1;1;0;3;0;2;2;0;0;0;0;2;1;2;1;0;0;0;1;5;1;0;0;0;4;1;0;0;0;16;3;1;0;0;0;4;1;0;1;1;0;1;1;1;1;0;0;4;3;3;3;0;0;4;0;0;2;2;1;1;0;0;0;4;0;2;0;0;7;1;0;0;1;7;7
27455-6030;insucesso;0;0;0;0;7;1;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27482-5799;insucesso;3;3;0;0;15;1;0;0;1;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;5;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;3;3;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27760-6030;insucesso;1;1;0;0;18;4;0;1;0;5;1;2;5;2;2;0;1;0;0;0;0;0;0;0;4;0;2;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;5;2;1;2;1;1;1;1;1;1;0;8;2;4;1;2;0;1;0;0;1;0;0;0;5;0;0;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;11;1;5;1;0;0;0;5;0;3;0;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27780-5799;insucesso;0;0;0;0;21;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;12;0;4;1;1;1;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;2;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;36;1;0;0;0;0;0;15;1;0;0;4;0;2;2;2;1;1;1;0;0;2;2;1;1;1;0;4;0;0;0;0;4;2;1;1;0;4;4;3;0;2;2;2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;2;0;1;1;0;0;0
28164-5799;insucesso;1;0;1;1;55;1;0;0;0;3;0;0;0;0;0;0;33;11;0;6;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;1;0;6;1;1;1;1;0;0;0;1;1;2;0;0;0;0;1;0;1;1;18;0;0;0;0;2;0;1;4;45;1;0;0;17;0;0;0;2;0;6;3;0;6;0;2;0;0;1;0;0;0;32;0;0;0;3;0;1;8;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5;0;0;1;0;0;0;3;0;3;10;0;8;6;0;5;0;3;3;1;0;0
30492-6030;SUCESSO;2;0;1;1;31;1;0;0;0;7;2;0;0;0;0;0;6;2;1;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1;1;12;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;6;0;2;0;0;0;0;15;1;0;0;9;0;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;13;1;0;0;1;0;1;5;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;3;0;1;7;0;0;0;0;6;0;0;0;0;0;0
30588-5799;insucesso;1;0;1;1;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5;0;0;0;0;5;3;2;1;0;9;1;1;0;0;0;5;1;0;3;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30705-5799;SUCESSO;3;1;2;1;39;8;0;0;5;5;1;0;0;0;0;0;2;0;0;0;1;0;0;0;16;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;9;1;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;31;1;1;0;1;0;0;7;0;0;0;2;0;2;2;1;0;0;0;0;0;1;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;4;1;0;0;2;2;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0
30969-5799;insucesso;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31136-5799;SUCESSO;2;1;1;0;73;2;0;0;0;2;0;0;1;0;0;0;19;6;0;1;4;0;0;0;25;3;7;3;2;0;0;0;1;1;7;6;5;2;1;3;3;0;0;0;0;0;1;1;8;1;1;0;2;0;0;0;0;0;1;1;1;0;0;2;2;0;0;12;5;1;1;0;4;1;0;0;35;5;0;0;10;3;1;0;4;0;3;0;0;7;0;5;4;4;0;0;0;0;87;0;5;0;4;0;0;19;0;0;1;8;0;4;0;0;0;0;0;1;0;6;5;4;0;0;0;12;0;0;0;0;11;9;3;2;1;25;5;4;2;2;2;21;5;4;8;2;2;6;1;1;0;1;0;2;1;1;0;0;0;3;1;0;0;4;2;0;12;2;8;7;1;3;1;1;10;0;9;7;1;0;0
31158-5799;SUCESSO;2;1;1;1;16;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;4;1;1;1;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;1;3;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;1;0;0
31210-5799;SUCESSO;3;1;1;1;24;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;2;0;1;11;0;0;1;4;1;2;2;2;0;0;0;0;0;1;1;0;0;0;0;8;0;0;0;0;8;5;3;3;1;22;2;1;1;0;0;16;2;1;6;2;1;4;2;1;0;1;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31311-6030;SUCESSO;3;1;0;0;27;0;0;0;0;6;0;0;0;0;0;0;4;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;18;0;0;0;0;0;0;1;0;0;3;2;2;0;0;0;0;0;0;11;0;3;0;3;1;1;0;0;14;0;0;0;7;0;1;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;17;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;3;2;1;1;1;4;1;1;0;0;0;3;0;0;1;0;0;1;0;1;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;3;0;1;1;1;0;0
31469-6030;insucesso;0;0;0;0;36;0;0;0;0;4;1;0;0;0;0;0;8;4;0;2;0;0;0;0;8;0;4;2;1;0;0;0;0;0;2;1;0;0;0;1;3;2;0;0;1;1;0;0;11;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;23;1;9;0;7;1;1;0;4;25;4;1;2;18;0;7;5;1;1;3;3;0;2;0;1;0;0;0;0;0;0;40;1;0;0;6;2;4;14;0;0;4;8;0;4;1;1;1;0;0;1;0;1;0;0;0;0;0;8;0;1;0;1;5;2;0;0;0;15;3;1;0;1;1;7;2;0;3;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;8;0;8;3;0;0;0;0;8;0;7;7;0;0;0
31733-6030;insucesso;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;6;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;1;0;0;0;0;0;3;1;0;0;0;7;1;0;0;1;1;1
