IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;13>14>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>30>;14>31>;14>31>30>;14>31>30>30>;14>31>30>31>;14>31>31>;14>31>41>;14>31>7>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>41>41>43>;14>41>43>;14>41>43>44>;14>41>43>44>44>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>43>44>44>44>44>;14>48>;14>49>;14>49>48>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;31>7>;31>7>5>;31>7>5>5>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>14>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>41>43>44>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>43>44>44>44>44>;41>43>44>44>44>44>44>;42>;43>;43>14>;43>41>;43>41>41>;43>43>;43>43>44>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>14>43>44>44>;44>14>43>44>44>44>;44>14>43>44>44>44>44>;44>44>;44>44>14>;44>44>14>41>;44>44>14>41>41>;44>44>14>43>;44>44>14>43>44>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>14>43>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>14>41>;44>44>44>44>44>;44>44>44>44>44>14>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;47>;47>48>;47>48>14>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>14>;49>48>;49>49>;5>;5>14>;5>5>;5>5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>5>5>5>;7>6>;8>;8>7>
35816-5799;SUCESSO;1;0;1;1;0;0;12;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;0;0;0;8;0;1;2;0;0;3;0;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
35908-5799;insucesso;2;1;1;0;0;0;7;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35950-5799;insucesso;1;1;0;0;0;0;18;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;1;0;1;3;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36066-6030;insucesso;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;8;0;0;0;0;0;4;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;2;0;0;0;0;1;0;0
36131-6030;insucesso;1;0;1;1;0;0;42;3;0;2;3;2;3;0;0;2;0;0;0;0;0;0;1;1;16;0;1;7;6;2;1;1;1;0;0;0;3;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;7;1;1;1;4;2;0;0;0;0;0;0;0;3;2;0;6;2;0;0;0;0;0;0;2;0;0;8;0;0;0;5;2;0;0;0;2;0;0;0;0;3;0;0;1;0;0;0;5;1;3;3;52;1;2;1;0;1;20;0;0;0;10;0;3;2;2;2;1;1;0;1;1;0;2;2;1;1;1;1;0;13;3;1;0;0;0;9;0;5;3;2;1;0;15;2;1;0;1;0;0;0;0;5;0;0;0;0;0;3;0;0;0;2;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36139-6030;SUCESSO;1;0;1;1;4;4;59;0;0;0;3;0;0;0;0;8;1;1;0;0;1;1;0;0;6;1;0;1;0;0;0;0;0;0;0;0;7;5;0;0;0;2;0;0;2;0;0;0;0;0;2;2;3;3;11;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;4;0;1;1;3;2;0;25;0;0;0;7;0;2;0;1;2;0;0;2;1;0;2;1;0;3;1;1;0;0;0;0;23;0;1;2;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;12;0;0;0;0;0;9;2;1;1;0;0;0;25;4;2;0;1;1;0;0;0;3;2;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7;1;0;0;0;0;0;0;0;2;0;2;0;11;2;2;2;2;8;0;2;2;0;0;0;0
36347-5799;insucesso;1;1;0;0;0;0;22;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;9;0;0;3;1;0;0;0;0;1;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;2;1;0;0;30;1;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;1;6;0;0;0;0;0;5;0;5;3;2;1;0;5;3;1;0;1;1;0;0;0;5;3;1;0;1;0;3;2;0;1;2;2;0;1;1;0;3;3;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;3;0;2;2;0;0;1;0
36350-5799;insucesso;0;0;0;0;0;0;16;1;1;1;1;1;0;0;0;4;2;0;0;0;0;0;0;0;6;0;0;3;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;6;4;3;3;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;22;0;1;2;1;0;5;0;1;0;2;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0
36400-5799;SUCESSO;1;1;0;0;0;0;33;1;0;0;2;0;0;0;0;4;2;1;0;0;0;0;0;0;14;0;0;4;2;0;0;0;0;2;2;2;5;5;3;3;3;0;0;0;2;0;0;1;0;0;1;1;0;0;2;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;5;3;1;1;3;2;1;0;1;0;0;6;0;0;0;4;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;1;0;1;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;8;0;0;0;0;0;8;1;6;5;4;2;2;9;7;3;2;5;5;3;3;3;7;6;3;2;3;3;5;5;2;0;4;4;1;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;2;0;0;0;0;3;0;2;2;1;1;0;0
36758-5799;SUCESSO;1;0;1;1;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;10;0;1;0;0;0;7;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;2;0;2;2;1;0;0;0
39676-6030;SUCESSO;1;1;0;0;0;0;51;1;0;0;7;0;2;0;0;18;9;2;0;1;1;2;0;0;7;0;0;5;2;1;0;0;0;2;2;2;1;1;0;0;0;1;0;0;2;0;0;0;0;0;3;2;10;9;10;0;0;0;2;0;0;0;0;0;0;0;0;3;0;1;29;8;3;2;11;3;5;1;6;2;0;33;5;0;0;20;3;6;2;2;0;0;0;4;2;0;3;2;2;2;1;1;3;0;0;0;32;1;1;7;0;4;14;0;4;0;6;3;1;0;0;0;0;0;0;3;0;0;7;6;4;0;0;0;4;13;0;2;0;0;0;8;1;4;1;1;1;1;15;4;2;1;0;0;0;0;0;7;3;2;1;0;0;4;2;1;0;4;2;1;2;1;1;5;4;1;1;1;0;0;0;0;9;1;0;3;0;0;0;0;0;8;3;6;0;2;1;0;0;0;13;0;6;5;0;1;3;3
39904-6030;insucesso;1;1;0;0;0;0;66;7;0;0;7;3;1;1;1;4;1;0;0;0;0;0;3;1;14;0;1;5;4;2;2;2;2;0;0;0;0;0;0;0;0;6;9;0;0;0;0;0;2;1;0;0;0;0;9;0;0;0;6;1;1;1;0;1;1;1;0;2;2;1;5;2;0;0;1;0;0;0;2;1;0;10;5;0;2;3;0;0;0;0;2;1;0;1;0;0;1;1;0;0;0;0;6;3;3;1;24;3;0;4;3;1;12;1;2;1;10;1;6;3;3;0;0;0;0;3;3;2;3;3;2;2;2;2;3;4;1;0;0;0;0;4;0;3;3;2;2;0;4;3;1;0;0;0;0;0;0;3;3;1;0;0;0;3;3;0;0;2;2;0;2;2;1;0;0;1;1;1;0;10;10;7;18;9;0;0;3;11;0;8;1;0;0;0;0;14;1;0;0;0;5;3;0;0;0;1;5;3
40116-6030;SUCESSO;1;0;1;1;0;0;76;1;0;0;9;0;0;0;0;6;4;1;1;0;0;0;0;0;12;1;0;5;3;1;0;0;0;1;0;0;3;3;0;0;0;2;1;1;2;0;0;2;0;0;1;1;0;0;12;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;2;1;1;1;1;1;0;10;0;0;0;6;0;2;1;1;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;20;3;1;0;0;0;8;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;8;1;0;0;1;2;0;2;0;0;0;0;0;18;0;2;0;0;3;0;0;0;0;3;0;0
40165-5799;insucesso;1;0;1;1;0;0;57;4;0;1;2;0;1;1;1;6;0;0;0;1;0;0;2;1;14;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;0;3;1;0;0;0;0;1;1;4;4;11;1;1;1;1;0;4;1;2;0;0;0;2;7;0;5;11;1;0;0;3;0;2;0;3;1;1;21;4;0;2;4;0;1;0;1;1;0;1;4;1;2;4;2;5;2;0;0;7;1;4;0;49;0;3;3;1;0;16;0;0;0;9;0;4;1;1;1;1;1;1;4;2;1;6;3;1;0;0;0;0;11;2;0;0;2;2;8;0;5;1;0;0;0;15;3;0;0;0;0;0;0;0;8;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;0;0;15;3;1;0;3;6;0;4;5;7;0;5;0;15;1;9;4;0;10;1;5;5;0;0;0;0
40217-6030;insucesso;1;1;0;0;0;0;17;4;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;2;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;0;1;1;0;0;6;0;0;0;4;0;1;0;0;0;0;0;0;1;1;1;2;1;1;1;1;0;0;5;0;1;0;1;1;4;0;3;3;3;2;0;6;1;1;0;0;0;0;0;0;5;1;1;0;0;0;5;1;0;0;4;1;0;2;1;1;1;0;1;1;1;0;0;0;0;3;3;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0
40950-6030;insucesso;3;1;2;2;0;0;48;9;2;0;2;1;0;0;5;3;1;0;0;1;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;4;1;0;0;0;0;0;4;2;2;2;3;3;10;0;0;0;1;0;0;1;0;0;0;0;7;1;1;0;34;4;0;0;9;0;5;4;5;4;1;23;2;1;0;18;1;7;0;4;1;1;1;2;2;2;0;0;0;0;0;0;8;1;6;4;24;2;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;1;1;5;0;1;1;0;0;0;13;2;0;0;2;1;0;0;0;4;2;0;0;2;0;3;2;0;2;1;0;0;1;0;0;1;1;3;1;1;2;0;0;0;10;2;6;0;1;3;0;1;0;1;0;0;0;1;0;0;0;0;4;1;1;0;0;1;5;3
40983-6030;insucesso;1;0;1;1;0;0;42;2;1;0;5;1;1;1;1;8;4;0;0;0;0;0;1;1;8;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;2;0;0;14;0;0;0;3;2;2;0;2;0;0;0;7;2;0;1;16;2;0;0;5;0;0;0;3;3;3;14;1;1;0;8;1;1;0;0;3;3;2;0;0;0;2;0;3;2;0;0;1;0;1;1;28;1;2;1;0;1;14;1;1;1;4;1;4;3;3;3;2;2;2;3;3;1;3;3;1;1;1;1;2;7;1;1;1;2;1;5;0;1;1;1;1;0;14;1;1;0;0;0;0;0;0;3;1;1;0;0;0;3;1;0;0;1;1;0;1;1;1;2;2;1;0;0;1;0;0;0;8;0;7;0;1;1;0;0;0;5;0;2;0;6;0;2;0;0;4;0;4;2;0;0;1;1
41128-6030;insucesso;1;1;0;0;0;0;32;3;0;1;2;1;1;0;0;4;1;0;0;0;0;0;0;0;8;0;1;2;1;1;1;1;0;2;0;0;3;2;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;2;1;0;0;0;1;1;1;2;1;1;0;7;1;0;0;1;0;0;0;1;0;0;11;1;0;0;4;1;1;0;0;0;0;0;2;1;0;2;1;1;0;0;0;0;0;0;0;30;0;2;2;0;1;12;0;1;0;3;0;2;2;1;1;1;0;0;1;0;0;4;2;1;1;1;0;0;14;1;1;1;2;2;10;0;6;4;2;1;0;19;6;3;0;1;1;0;0;0;9;1;0;0;0;0;6;0;0;0;3;0;0;2;0;1;3;3;1;1;1;0;0;0;0;5;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
41138-6030;insucesso;0;0;0;0;0;0;20;2;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;3;2;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;4;1;0;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;15;0;0;0;0;0;9;0;0;0;6;0;4;2;1;0;0;0;0;2;0;0;6;3;2;1;0;0;0;7;0;3;2;0;0;4;0;3;2;0;0;0;14;1;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;5;0;4;3;0;0;1;0
