IdAluno;Resultado;1>;1>2>;1>2>14>;1>46>;1>46>2>;1>46>2>14>;14>;14>14>;14>14>14>;14>14>14>14>;14>14>14>31>;14>14>2>;14>14>31>;14>14>31>30>;14>14>41>;14>14>41>41>;14>2>;14>2>14>;14>2>2>;14>2>46>;14>2>46>1>;14>2>46>1>2>;14>3>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>31>30>;14>31>41>;14>41>;14>41>31>;14>41>31>30>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>41>41>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>49>;14>49>49>;14>49>49>48>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;2>46>1>2>14>;29>;3>;3>2>;30>;30>14>;30>14>14>;30>14>14>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>31>30>14>;30>31>30>31>;30>41>;30>41>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>14>;31>30>41>;31>30>41>41>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>31>41>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;32>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>31>30>30>;41>31>48>;41>41>;41>41>14>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>41>41>43>;41>41>41>43>;41>41>43>;41>41>43>44>;41>41>43>44>44>;41>41>43>44>44>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>43>44>44>44>44>;41>43>44>44>44>44>44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>14>41>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>41>41>41>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>44>;44>44>44>44>44>44>;44>45>;44>45>43>;44>45>43>44>;45>;45>43>;45>43>44>;46>;46>1>;46>1>2>;46>1>2>14>;46>2>;46>2>14>;47>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>14>;5>5>;5>5>5>;6>;6>48>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>
41590-6590;SUCESSO;1;1;0;0;0;0;12;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;5;1;4;1;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;5;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;6;2;0;0;5;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;1
44006-6895;insucesso;1;0;0;1;1;0;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;2;0;13;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;3;0;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
44022-6590;SUCESSO;1;1;0;0;0;0;102;20;0;0;0;0;2;0;3;0;4;1;0;1;1;1;0;23;4;13;3;0;0;6;5;1;0;0;18;0;0;9;4;2;1;0;0;1;2;2;1;2;2;0;3;2;2;1;1;0;1;1;6;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;21;10;0;0;1;1;2;3;1;0;0;8;7;4;2;0;0;2;33;7;0;0;21;9;0;1;2;0;0;8;7;4;0;0;2;5;4;1;1;1;1;0;0;0;0;44;0;0;1;0;1;0;0;20;0;0;1;8;1;4;2;1;0;0;0;0;1;0;0;0;2;2;1;1;0;0;4;0;0;4;0;3;0;0;2;1;0;0;4;3;3;0;0;1;3;3;0;2;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;6;2;6;2;10;0;2;1;7;1;0;5;5;0
44024-6590;SUCESSO;1;0;0;1;1;0;85;6;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;35;0;17;0;6;2;0;0;3;2;2;6;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;2;2;2;0;0;0;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;0;0;0;0;0;11;0;4;1;1;1;0;0;3;0;1;42;2;0;0;22;0;0;0;10;4;1;0;0;0;1;0;1;4;3;1;0;3;2;0;0;0;1;24;0;1;2;0;1;1;0;8;0;0;0;3;0;1;1;1;0;0;0;0;1;0;0;0;3;1;1;1;0;0;6;0;3;1;0;1;0;0;1;0;0;0;5;1;1;0;0;2;3;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;5;0;0;0;1;0;2;2;1;1;0;3;0;2;1;0;0;0;0;3;0;0;3;2;0
44033-6590;insucesso;1;0;0;1;1;0;45;19;10;4;3;1;5;4;8;2;2;0;0;0;0;0;0;9;3;6;0;0;0;0;0;1;1;0;17;4;1;7;2;1;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;8;5;4;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;13;4;2;1;7;3;3;0;0;0;0;3;3;0;0;0;0;1;1;0;0;0;0;2;2;0;1;18;4;1;5;2;1;0;2;7;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;2;0;1;1;0;0;0;0;0;1;0;1;0;3;0;2;0;4;0;0;1;1;0
44049-6590;SUCESSO;1;1;0;0;0;0;47;4;0;0;0;0;1;0;1;0;3;0;0;1;1;1;0;7;1;4;2;1;1;1;1;0;0;0;7;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;5;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;10;6;0;0;1;1;1;2;0;1;0;2;2;1;1;0;0;1;11;2;0;0;8;5;0;1;1;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;0;2;0;1;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;1;1;0
44060-6590;insucesso;1;0;0;0;0;0;21;1;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;2;1;0;2;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;1;1;0;0;2;1;1;3;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2;0;1;19;0;0;1;0;0;0;0;7;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;7;0;2;5;0;3;0;0;0;0;0;0;14;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;2;0;0;0;0;2;0;0;0;2;0;0;0;0;2
44153-6895;insucesso;1;1;0;0;0;0;14;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22;0;0;1;0;0;0;1;11;0;0;1;5;0;3;2;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;0;0;2;0;2;0;0;2;2;2;1;2;0;0;0;0;1;2;0;0;2;0;2;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
44169-6895;insucesso;1;0;0;1;1;1;34;1;1;0;0;0;0;0;0;0;3;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;7;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;7;0;0;0;1;0;0;1;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;24;0;0;0;0;0;0;0;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;1;1;0;4;2;0;1;2;1;3;2;2;2;1;1;0;1;0;7;1;1;0;6;0;1;1;1;0
44172-6895;SUCESSO;1;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;7;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;10;0;0;0;4;0;0;0;1;0;0;1;1;0;1;0;0;2;0;1;2;3;1;2;0;0;0;20;0;0;3;0;1;0;0;5;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
