IdAluno;Resultado;1>;1>2>;1>2>14>;1>46>;1>46>2>;13>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>3>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>32>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>31>30>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>7>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>2>;2>2>14>;2>3>;2>3>2>;2>3>2>14>;2>41>;2>41>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;3>2>14>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>41>;30>41>41>;30>48>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>41>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>41>;31>31>;31>31>31>;31>32>;31>32>14>;31>32>31>;31>32>31>30>;31>32>31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>14>;32>31>30>;32>31>30>31>;32>31>32>;32>31>32>31>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>31>30>41>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>7>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>41>;43>44>44>;43>44>44>44>;43>44>44>44>14>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>14>43>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;46>;46>1>;46>1>2>;46>1>2>14>;46>2>;48>;48>13>;48>14>;48>48>;48>49>;49>;49>14>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;6>6>6>6>6>;7>;7>5>;7>5>5>;7>6>;8>;8>7>
31759-4917;SUCESSO;1;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
31810-4917;insucesso;1;0;0;1;0;0;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32015-4917;SUCESSO;1;1;0;0;0;0;21;1;1;2;0;0;0;0;0;0;2;0;1;0;0;0;0;5;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;3;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;3;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32030-5061;insucesso;1;0;0;1;1;0;54;3;0;1;0;1;0;0;1;0;8;0;4;2;1;0;0;9;0;1;0;3;2;1;3;3;0;0;5;0;1;3;2;1;0;0;13;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;9;5;0;2;2;1;0;0;0;0;1;1;0;16;6;1;0;3;6;2;0;2;2;1;0;0;0;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;39;2;1;2;0;1;1;14;1;1;0;7;3;2;0;0;2;1;0;2;13;1;1;9;0;0;3;2;1;1;1;1;21;5;0;3;3;0;4;4;0;1;3;3;0;1;1;1;1;1;1;0;0;0;1;9;0;4;0;0;0;0;0;0;0;0;17;3;2;1;0;5;0;0;0;0;0
33161-5061;SUCESSO;1;0;0;1;1;0;14;0;0;3;0;3;0;0;6;3;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;7;1;1;1;2;1;3;2;0;0;0;0;0;0;0;0;0;7;0;4;0;3;0;0;1;1;0;0;0;0;0;0;0;2;4;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
35410-4917;insucesso;0;0;0;0;0;0;33;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;8;0;1;0;3;1;0;0;0;0;0;1;1;2;0;0;0;0;0;5;0;0;0;1;1;1;0;1;1;1;2;1;0;0;0;1;1;0;1;1;2;0;0;1;0;0;1;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;14;1;2;2;0;1;0;7;1;1;0;2;1;0;1;1;1;1;0;1;2;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;3;0;1;1;1;1;2;1;0;0;0;4;1;1;0;1;1
36099-5061;insucesso;1;0;0;0;0;0;33;0;0;2;0;2;0;0;0;0;3;0;1;0;1;0;0;3;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;7;0;0;0;1;0;2;0;0;0;0;2;0;1;1;0;0;0;0;0;0;5;0;0;3;1;0;0;0;0;0;1;1;0;8;0;0;0;0;5;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;20;0;1;1;0;1;1;7;1;1;1;1;1;0;1;1;2;1;0;0;4;0;0;3;0;1;1;1;1;1;0;0;6;1;0;1;1;1;2;1;0;1;2;1;0;1;1;0;0;1;1;1;0;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;2;1;1;0;0;0
36328-5061;insucesso;0;0;0;0;0;0;32;2;0;5;2;0;2;0;1;0;4;0;2;1;0;0;0;10;0;0;0;2;1;1;2;2;0;0;0;0;1;1;1;0;0;0;12;0;0;0;2;1;0;0;4;3;1;1;1;0;0;0;2;5;4;4;1;8;2;0;0;0;0;3;0;2;0;0;0;0;10;2;0;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;28;3;2;1;0;1;0;11;0;1;1;3;3;0;2;2;5;4;1;0;8;1;0;7;0;0;2;1;0;0;0;0;22;3;1;1;1;0;9;2;1;0;3;1;0;2;1;1;0;1;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;3;2;2;2;1;1;0;0;0;0;0
36331-4917;SUCESSO;3;2;1;1;1;0;51;2;0;2;0;0;0;0;2;1;9;2;6;0;0;2;2;13;0;1;1;2;0;0;2;1;0;0;0;2;2;6;6;1;1;1;10;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;3;0;1;0;14;3;1;1;0;0;7;0;2;1;0;0;0;27;7;1;0;0;12;3;1;1;0;0;6;2;1;0;1;1;7;3;5;2;2;1;0;3;11;4;8;4;3;2;3;2;43;0;1;2;0;1;0;10;0;1;0;4;2;0;0;0;0;0;0;0;3;0;0;2;0;0;1;1;0;1;0;0;11;2;2;0;0;0;5;2;0;0;1;1;0;1;0;0;0;0;4;2;2;1;1;3;0;0;0;0;2;2;0;2;6;6;31;10;4;2;0;7;3;3;0;0;0
36699-4917;insucesso;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;3;2;1;0;0;0;0;0;0;0;9;0;0;0;0;4;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;16;1;0;2;0;1;0;6;0;1;1;3;1;1;0;0;0;0;0;0;4;0;0;3;0;0;1;1;0;1;1;1;3;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;2;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5;0;0;0;3;3
