21;12626-7114;insucesso;1>
45;12626-7114;insucesso;1>
81;15016-4433;insucesso;1>
91;15016-4433;insucesso;1>
156;17228-6401;insucesso;1>
213;17491-4917;insucesso;1>
253;17491-5799;insucesso;1>
258;17491-5799;insucesso;1>
306;18432-5799;insucesso;1>
343;18444-4114;insucesso;1>
374;18444-4114;insucesso;1>
409;21283-6895;insucesso;1>
456;21283-7297;insucesso;1>
476;21283-7297;insucesso;1>
533;21321-4434;insucesso;1>
541;21321-4434;insucesso;1>
655;21629-5061;insucesso;1>
739;21894-4114;insucesso;1>
752;21894-4114;insucesso;1>
767;21894-4114;insucesso;1>
768;21894-4114;insucesso;1>
822;21955-4603;insucesso;1>
859;22135-4114;insucesso;1>
871;22135-4114;insucesso;1>
905;22279-4114;insucesso;1>
915;22279-4114;insucesso;1>
944;22433-4434;insucesso;1>
969;22483-6030;insucesso;1>
975;22483-6030;insucesso;1>
981;22612-4603;insucesso;1>
993;22612-4603;insucesso;1>
1015;22957-6590;insucesso;1>
1024;22957-6590;insucesso;1>
1078;22977-4434;insucesso;1>
1114;22977-4434;insucesso;1>
1167;22977-5799;insucesso;1>
1181;22977-5799;insucesso;1>
1195;22977-5799;insucesso;1>
1202;23182-4433;insucesso;1>
1222;23182-6030;insucesso;1>
1249;24082-4114;insucesso;1>
1266;24082-4114;insucesso;1>
1334;24407-6030;insucesso;1>
1335;24407-6030;insucesso;1>
1341;24407-6030;insucesso;1>
1375;24407-6030;insucesso;1>
1415;25326-4114;insucesso;1>
1536;26930-4433;insucesso;1>
1551;26930-4433;insucesso;1>
1658;26940-4435;insucesso;1>
1780;26940-4435;insucesso;1>
1890;27403-4435;insucesso;1>
1935;27403-4435;insucesso;1>
1937;27403-4435;insucesso;1>
1938;27403-4435;insucesso;1>
2010;27455-4434;insucesso;1>
2069;27455-4434;insucesso;1>
2111;27455-5061;insucesso;1>
2128;27455-5061;insucesso;1>
2179;27455-7297;insucesso;1>
2211;27455-7297;insucesso;1>
2284;27482-4435;insucesso;1>
2336;27482-4917;insucesso;1>
2345;27482-4917;insucesso;1>
2357;27482-5799;insucesso;1>
2364;27482-5799;insucesso;1>
2368;27482-5799;insucesso;1>
2412;27630-4114;insucesso;1>
2451;27630-4114;insucesso;1>
2464;27630-6895;insucesso;1>
2479;27630-6895;insucesso;1>
2543;27747-5061;insucesso;1>
2579;27747-5061;insucesso;1>
2581;27747-5061;insucesso;1>
2585;27747-5061;insucesso;1>
2676;27760-6030;insucesso;1>
2695;27760-6895;insucesso;1>
2703;27760-6895;insucesso;1>
2779;27781-4434;insucesso;1>
2841;27820-4603;insucesso;1>
2903;27820-5061;insucesso;1>
2931;27820-5061;insucesso;1>
2967;27889-4434;insucesso;1>
2978;27889-4434;insucesso;1>
3001;28027-4114;insucesso;1>
3011;28027-4114;insucesso;1>
3040;28062-7114;insucesso;1>
3078;28101-4434;insucesso;1>
3100;28101-7297;insucesso;1>
3110;28101-7297;insucesso;1>
3120;28136-4114;insucesso;1>
3128;28136-4114;insucesso;1>
3142;28146-4435;insucesso;1>
3209;28164-4114;insucesso;1>
3294;28164-5799;insucesso;1>
3388;28173-4433;insucesso;1>
3390;28173-4433;insucesso;1>
3394;28173-4433;insucesso;1>
3448;28177-4114;insucesso;1>
3463;28177-4114;insucesso;1>
3557;29016-4114;insucesso;1>
3564;29016-4114;insucesso;1>
3744;30492-4433;insucesso;1>
3819;30588-4435;insucesso;1>
3835;30588-5799;insucesso;1>
3980;30982-4435;insucesso;1>
4049;30985-4433;insucesso;1>
4109;30988-4603;insucesso;1>
4123;30988-4603;insucesso;1>
4186;30993-4435;insucesso;1>
4279;31165-4448;insucesso;1>
4316;31165-4448;insucesso;1>
4421;31271-4434;insucesso;1>
4462;31271-4434;insucesso;1>
4572;31359-6590;insucesso;1>
4588;31359-6590;insucesso;1>
4660;31380-4434;insucesso;1>
4691;31380-4434;insucesso;1>
4729;31386-4435;insucesso;1>
4746;31410-4603;insucesso;1>
4767;31410-4603;insucesso;1>
4790;31410-6400;insucesso;1>
4807;31410-6400;insucesso;1>
4910;31437-6590;insucesso;1>
4917;31437-6590;insucesso;1>
4990;31444-5061;insucesso;1>
5030;31444-5061;insucesso;1>
5081;31444-5061;insucesso;1>
5246;31476-6401;insucesso;1>
5298;31476-6401;insucesso;1>
5354;31476-6895;insucesso;1>
5360;31476-6895;insucesso;1>
5380;31476-6895;insucesso;1>
5426;31508-4435;insucesso;1>
5483;31526-4435;insucesso;1>
5487;31526-4435;insucesso;1>
5553;31560-4435;insucesso;1>
5590;31560-4435;insucesso;1>
5679;31569-4114;insucesso;1>
5681;31569-4114;insucesso;1>
5715;31569-4114;insucesso;1>
5795;31570-4114;insucesso;1>
5820;31570-4114;insucesso;1>
5896;31595-4603;insucesso;1>
5911;31595-4603;insucesso;1>
6112;31601-6401;insucesso;1>
6113;31601-6401;insucesso;1>
6115;31601-6401;insucesso;1>
6166;31601-6401;insucesso;1>
6243;31671-4434;insucesso;1>
6251;31671-4434;insucesso;1>
6349;31673-4434;insucesso;1>
6383;31673-4434;insucesso;1>
6402;31694-4433;insucesso;1>
6403;31694-4433;insucesso;1>
6404;31694-4433;insucesso;1>
6412;31694-4433;insucesso;1>
6507;31743-5061;insucesso;1>
6509;31743-5061;insucesso;1>
6510;31743-5061;insucesso;1>
6548;31743-5061;insucesso;1>
6574;31747-5061;insucesso;1>
6597;31747-5061;insucesso;1>
6731;31759-4114;insucesso;1>
6842;31805-6030;insucesso;1>
6869;31805-6030;insucesso;1>
6923;31806-4114;insucesso;1>
6967;31806-4114;insucesso;1>
7007;31810-4435;insucesso;1>
7016;31810-4435;insucesso;1>
7023;31810-4917;insucesso;1>
7028;31810-4917;insucesso;1>
7046;31810-6400;insucesso;1>
7053;31810-6400;insucesso;1>
7142;31836-6401;insucesso;1>
7159;31836-6401;insucesso;1>
7292;32029-4434;insucesso;1>
7307;32029-4434;insucesso;1>
7412;32030-5061;insucesso;1>
7480;32030-5061;insucesso;1>
7636;32030-6400;insucesso;1>
7675;32030-6400;insucesso;1>
7717;32030-7297;insucesso;1>
7718;32030-7297;insucesso;1>
7739;32030-7297;insucesso;1>
7799;32035-4114;insucesso;1>
7844;32035-4114;insucesso;1>
7893;32035-5799;insucesso;1>
7909;32035-5799;insucesso;1>
7921;32035-5799;insucesso;1>
7936;32035-7114;insucesso;1>
7947;32035-7114;insucesso;1>
7994;32045-4434;insucesso;1>
8096;32045-4434;insucesso;1>
8216;32895-6030;insucesso;1>
8217;32895-6030;insucesso;1>
8262;32895-6030;insucesso;1>
8345;33168-4434;insucesso;1>
8357;33168-4434;insucesso;1>
8505;33695-4434;insucesso;1>
8550;33695-4434;insucesso;1>
8611;33695-4434;insucesso;1>
8657;34088-4435;insucesso;1>
8658;34088-4435;insucesso;1>
8710;34845-4434;insucesso;1>
8712;34845-4434;insucesso;1>
8822;35410-4917;insucesso;1>
9100;35754-6895;insucesso;1>
9101;35754-6895;insucesso;1>
9116;35754-6895;insucesso;1>
9139;35908-5799;insucesso;1>
9141;35908-5799;insucesso;1>
9196;35950-5799;insucesso;1>
9213;35950-5799;insucesso;1>
9241;35962-6401;insucesso;1>
9242;35962-6401;insucesso;1>
9248;35962-6401;insucesso;1>
9280;35962-6895;insucesso;1>
9282;35962-6895;insucesso;1>
9375;36099-5061;insucesso;1>
9424;36099-6895;insucesso;1>
9479;36130-6401;insucesso;1>
9485;36130-6401;insucesso;1>
9574;36131-6030;insucesso;1>
9599;36131-6030;insucesso;1>
9629;36259-6590;insucesso;1>
9672;36259-6590;insucesso;1>
9673;36259-6590;insucesso;1>
9814;36347-5799;insucesso;1>
10030;39056-6401;insucesso;1>
10094;39095-6400;insucesso;1>
10113;39095-6400;insucesso;1>
10189;39429-6400;insucesso;1>
10215;39429-6400;insucesso;1>
10354;39869-6400;insucesso;1>
10395;39869-6400;insucesso;1>
10474;39904-6030;insucesso;1>
10526;39904-6030;insucesso;1>
10527;39904-6030;insucesso;1>
10580;39904-6030;insucesso;1>
10707;39977-6401;insucesso;1>
10746;39977-6401;insucesso;1>
10828;39977-6401;insucesso;1>
10909;40061-6400;insucesso;1>
10947;40061-6400;insucesso;1>
11027;40067-6400;insucesso;1>
11047;40067-7114;insucesso;1>
11073;40067-7114;insucesso;1>
11152;40086-6401;insucesso;1>
11209;40086-6401;insucesso;1>
11296;40101-6401;insucesso;1>
11516;40165-5799;insucesso;1>
11552;40165-5799;insucesso;1>
11609;40168-6402;insucesso;1>
11610;40168-6402;insucesso;1>
11611;40168-6402;insucesso;1>
11755;40197-7114;insucesso;1>
11822;40217-6030;insucesso;1>
11832;40217-6030;insucesso;1>
11987;40324-6401;insucesso;1>
12032;40324-6401;insucesso;1>
12117;40392-6400;insucesso;1>
12195;40647-6400;insucesso;1>
12275;40647-6400;insucesso;1>
12384;40720-6400;insucesso;1>
12403;40720-6400;insucesso;1>
12436;40720-7297;insucesso;1>
12455;40720-7297;insucesso;1>
12595;40755-6401;insucesso;1>
12596;40755-6401;insucesso;1>
12654;40838-7114;insucesso;1>
12723;40890-6400;insucesso;1>
12862;40918-6402;insucesso;1>
12960;40950-6030;insucesso;1>
12961;40950-6030;insucesso;1>
12962;40950-6030;insucesso;1>
12999;40950-6030;insucesso;1>
13071;40963-6400;insucesso;1>
13161;40983-6030;insucesso;1>
13269;41123-6400;insucesso;1>
13346;41128-6030;insucesso;1>
13429;41132-6400;insucesso;1>
13501;41132-6400;insucesso;1>
13566;41138-6030;insucesso;1>
13613;41179-7114;insucesso;1>
13653;41260-6400;insucesso;1>
13682;41260-6400;insucesso;1>
13761;41273-6400;insucesso;1>
13823;41292-6400;insucesso;1>
13844;41292-6400;insucesso;1>
13948;41314-6401;insucesso;1>
13992;41314-6401;insucesso;1>
14053;41365-6401;insucesso;1>
14131;41425-6402;insucesso;1>
14145;41425-6402;insucesso;1>
14168;41425-6402;insucesso;1>
14186;41425-6895;insucesso;1>
14207;41425-6895;insucesso;1>
14324;41483-6590;insucesso;1>
14366;41520-6401;insucesso;1>
14386;41520-6401;insucesso;1>
14395;41520-6895;insucesso;1>
14738;44006-6895;insucesso;1>
14825;44027-6402;insucesso;1>
14936;44033-6402;insucesso;1>
14937;44033-6402;insucesso;1>
14983;44033-6402;insucesso;1>
15043;44033-6590;insucesso;1>
15057;44033-6590;insucesso;1>
15148;44060-6402;insucesso;1>
15243;44060-6590;insucesso;1>
15379;44090-6402;insucesso;1>
15421;44090-6402;insucesso;1>
15422;44090-6402;insucesso;1>
15523;44112-7114;insucesso;1>
15571;44118-6402;insucesso;1>
15655;44153-6895;insucesso;1>
15686;44153-6895;insucesso;1>
15742;44169-6895;insucesso;1>
15786;44169-6895;insucesso;1>
15857;44176-7114;insucesso;1>
15867;44176-7114;insucesso;1>
15927;44196-6400;insucesso;1>
15929;44196-6400;insucesso;1>
16005;44332-6401;insucesso;1>
16043;44332-6401;insucesso;1>
1;12626-7114;insucesso;2>
19;12626-7114;insucesso;2>
20;12626-7114;insucesso;2>
21;12626-7114;insucesso;2>
45;12626-7114;insucesso;2>
54;13346-4434;insucesso;2>
60;13346-4434;insucesso;2>
62;13346-4434;insucesso;2>
80;15016-4433;insucesso;2>
81;15016-4433;insucesso;2>
82;15016-4433;insucesso;2>
88;15016-4433;insucesso;2>
91;15016-4433;insucesso;2>
97;16014-5799;insucesso;2>
99;16014-5799;insucesso;2>
103;16014-5799;insucesso;2>
104;16014-5799;insucesso;2>
108;16014-5799;insucesso;2>
113;16014-5799;insucesso;2>
122;16014-6590;insucesso;2>
126;16014-6590;insucesso;2>
137;16014-6590;insucesso;2>
144;17228-6401;insucesso;2>
146;17228-6401;insucesso;2>
147;17228-6401;insucesso;2>
156;17228-6401;insucesso;2>
158;17228-6401;insucesso;2>
159;17228-6401;insucesso;2>
160;17228-6401;insucesso;2>
162;17228-6401;insucesso;2>
164;17228-6401;insucesso;2>
165;17228-6401;insucesso;2>
168;17228-6401;insucesso;2>
172;17228-6401;insucesso;2>
175;17228-6401;insucesso;2>
178;17228-6401;insucesso;2>
211;17491-4917;insucesso;2>
213;17491-4917;insucesso;2>
244;17491-5799;insucesso;2>
252;17491-5799;insucesso;2>
253;17491-5799;insucesso;2>
258;17491-5799;insucesso;2>
260;17491-5799;insucesso;2>
275;18432-5799;insucesso;2>
284;18432-5799;insucesso;2>
305;18432-5799;insucesso;2>
306;18432-5799;insucesso;2>
308;18432-5799;insucesso;2>
343;18444-4114;insucesso;2>
346;18444-4114;insucesso;2>
374;18444-4114;insucesso;2>
383;18444-4114;insucesso;2>
404;21283-6895;insucesso;2>
409;21283-6895;insucesso;2>
411;21283-6895;insucesso;2>
432;21283-6895;insucesso;2>
454;21283-7297;insucesso;2>
456;21283-7297;insucesso;2>
457;21283-7297;insucesso;2>
458;21283-7297;insucesso;2>
460;21283-7297;insucesso;2>
462;21283-7297;insucesso;2>
467;21283-7297;insucesso;2>
476;21283-7297;insucesso;2>
477;21283-7297;insucesso;2>
478;21283-7297;insucesso;2>
483;21283-7297;insucesso;2>
484;21283-7297;insucesso;2>
504;21321-4434;insucesso;2>
506;21321-4434;insucesso;2>
514;21321-4434;insucesso;2>
528;21321-4434;insucesso;2>
530;21321-4434;insucesso;2>
532;21321-4434;insucesso;2>
533;21321-4434;insucesso;2>
536;21321-4434;insucesso;2>
541;21321-4434;insucesso;2>
553;21321-4434;insucesso;2>
554;21321-4434;insucesso;2>
557;21321-4434;insucesso;2>
561;21321-4434;insucesso;2>
586;21380-4114;insucesso;2>
599;21629-5061;insucesso;2>
601;21629-5061;insucesso;2>
605;21629-5061;insucesso;2>
606;21629-5061;insucesso;2>
609;21629-5061;insucesso;2>
611;21629-5061;insucesso;2>
616;21629-5061;insucesso;2>
627;21629-5061;insucesso;2>
629;21629-5061;insucesso;2>
630;21629-5061;insucesso;2>
633;21629-5061;insucesso;2>
637;21629-5061;insucesso;2>
651;21629-5061;insucesso;2>
654;21629-5061;insucesso;2>
655;21629-5061;insucesso;2>
658;21629-5061;insucesso;2>
659;21629-5061;insucesso;2>
663;21629-5061;insucesso;2>
666;21629-5061;insucesso;2>
669;21629-5061;insucesso;2>
671;21629-5061;insucesso;2>
673;21629-5061;insucesso;2>
674;21629-5061;insucesso;2>
676;21629-5061;insucesso;2>
683;21629-5061;insucesso;2>
688;21629-5061;insucesso;2>
689;21629-5061;insucesso;2>
708;21894-4114;insucesso;2>
717;21894-4114;insucesso;2>
737;21894-4114;insucesso;2>
738;21894-4114;insucesso;2>
739;21894-4114;insucesso;2>
752;21894-4114;insucesso;2>
766;21894-4114;insucesso;2>
767;21894-4114;insucesso;2>
768;21894-4114;insucesso;2>
773;21894-4114;insucesso;2>
808;21955-4603;insucesso;2>
822;21955-4603;insucesso;2>
851;22135-4114;insucesso;2>
858;22135-4114;insucesso;2>
864;22135-4114;insucesso;2>
865;22135-4114;insucesso;2>
866;22135-4114;insucesso;2>
871;22135-4114;insucesso;2>
873;22135-4114;insucesso;2>
875;22135-4114;insucesso;2>
890;22271-4917;insucesso;2>
896;22279-4114;insucesso;2>
898;22279-4114;insucesso;2>
899;22279-4114;insucesso;2>
901;22279-4114;insucesso;2>
905;22279-4114;insucesso;2>
907;22279-4114;insucesso;2>
908;22279-4114;insucesso;2>
909;22279-4114;insucesso;2>
914;22279-4114;insucesso;2>
915;22279-4114;insucesso;2>
918;22279-4114;insucesso;2>
921;22279-4114;insucesso;2>
933;22433-4434;insucesso;2>
936;22433-4434;insucesso;2>
940;22433-4434;insucesso;2>
