23;15183-5786;insucesso;2>
83;15183-6547;insucesso;2>
93;15183-6547;insucesso;2>
99;15183-6547;insucesso;2>
103;15183-6547;insucesso;2>
107;15183-6547;insucesso;2>
141;15735-5786;insucesso;2>
227;18200-6547;insucesso;2>
271;18200-6547;insucesso;2>
352;21782-5786;insucesso;2>
410;22435-4912;insucesso;2>
412;22435-4912;insucesso;2>
420;22435-4912;insucesso;2>
421;22435-4912;insucesso;2>
449;23859-6395;insucesso;2>
453;23859-6395;insucesso;2>
467;24303-7111;insucesso;2>
468;24303-7111;insucesso;2>
471;24303-7111;insucesso;2>
503;27813-7111;insucesso;2>
504;27813-7111;insucesso;2>
505;27813-7111;insucesso;2>
506;27813-7111;insucesso;2>
514;30609-5102;insucesso;2>
564;31256-5102;insucesso;2>
566;31256-5102;insucesso;2>
567;31256-5102;insucesso;2>
607;31456-4912;insucesso;2>
656;31489-6019;insucesso;2>
671;31489-6019;insucesso;2>
672;31489-6019;insucesso;2>
673;31489-6019;insucesso;2>
683;31489-6019;insucesso;2>
689;31489-6019;insucesso;2>
692;31489-6019;insucesso;2>
694;31489-6019;insucesso;2>
697;31489-6019;insucesso;2>
700;31489-6019;insucesso;2>
702;31489-6019;insucesso;2>
780;32897-4912;insucesso;2>
843;33410-6547;insucesso;2>
848;33410-6547;insucesso;2>
850;33410-6547;insucesso;2>
853;33410-6547;insucesso;2>
854;33410-6547;insucesso;2>
857;33410-6547;insucesso;2>
860;33410-6547;insucesso;2>
863;33410-6547;insucesso;2>
881;33410-6547;insucesso;2>
883;33410-6547;insucesso;2>
993;34979-4912;insucesso;2>
1052;35637-5102;insucesso;2>
1096;35659-6547;insucesso;2>
1099;35659-6547;insucesso;2>
1180;35677-5786;insucesso;2>
1229;35677-6547;insucesso;2>
1231;35677-6547;insucesso;2>
1232;35677-6547;insucesso;2>
1271;35880-5786;insucesso;2>
1277;35880-5786;insucesso;2>
1278;35880-5786;insucesso;2>
1466;35923-4912;insucesso;2>
1470;35923-4912;insucesso;2>
1481;35923-4912;insucesso;2>
1487;35923-4912;insucesso;2>
412;22435-4912;insucesso;3>
420;22435-4912;insucesso;3>
565;31256-5102;insucesso;3>
837;33410-6547;insucesso;3>
860;33410-6547;insucesso;3>
863;33410-6547;insucesso;3>
881;33410-6547;insucesso;3>
883;33410-6547;insucesso;3>
1193;35677-5786;insucesso;3>
1229;35677-6547;insucesso;3>
1230;35677-6547;insucesso;3>
1231;35677-6547;insucesso;3>
1232;35677-6547;insucesso;3>
1234;35677-6547;insucesso;3>
1281;35880-5786;insucesso;3>
