IdAluno;Resultado;1>;11>;11>9>;13>;14>;14>11>;14>14>;14>14>14>;14>14>31>;14>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;14>8>;16>;16>31>;16>31>30>;17>;17>30>;17>30>30>;17>31>;17>31>31>;2>;2>14>;28>;28>30>;29>;29>48>;3>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>32>;31>38>;31>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;34>38>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>37>;36>38>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>31>;38>33>;38>36>;38>38>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;46>;48>;48>13>;48>14>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;8>;8>7>;9>
27766-4429;SUCESSO;1;4;0;0;28;1;2;0;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;2;0;2;2;1;8;1;0;7;0;6;0;1;0;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;1;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;3;3;0;0;1;2;16;2;1;1;0;0;1;2;0;0;1;7;0;0;1;2;2;1;0;0;26;0;2;0;3;1;0;0;0;1;5;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;10;1;0;3;0;0;0;0;1
27769-4429;insucesso;0;0;0;0;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;10;0;0;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27769-5102;SUCESSO;0;0;0;0;22;0;2;0;0;0;6;0;3;0;1;1;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;13;1;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;18;3;2;0;0;4;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;30;0;3;1;2;0;0;0;0;0;3;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27770-4224;insucesso;0;0;0;0;6;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;3;0;0;0;0;0
27813-7111;insucesso;1;2;0;0;21;2;4;0;2;3;7;0;3;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;1;0;4;1;0;0;5;0;0;4;1;0;0;2;0;2;1;1;0;0;1;0;0;0;0;0;0;2;8;1;0;0;0;3;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;2;5;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27829-4224;SUCESSO;0;3;1;0;42;2;0;0;0;1;11;2;0;0;0;0;0;1;0;0;0;5;0;1;13;0;2;2;0;0;0;0;3;3;0;3;0;0;3;0;4;1;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;3;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;5;2;0;0;0;0;0;0;4;3;1;1;0;1;6;0;0;0;0;2;1;2;1;0;1;13;2;0;2;2;2;0;0;0;55;1;2;0;16;2;6;3;0;0;4;0;2;1;1;1;0;0;2;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;1
27847-4428;SUCESSO;1;4;1;1;57;4;10;0;2;5;21;8;3;0;0;0;2;1;2;0;0;14;4;5;10;1;2;1;2;0;1;0;3;3;0;1;0;0;1;0;10;1;0;0;1;0;0;9;1;0;0;3;0;2;1;1;1;0;3;0;0;0;0;0;0;1;28;9;2;0;2;5;0;0;1;1;1;1;2;0;0;0;0;2;1;0;0;1;1;5;0;0;0;0;0;0;8;8;3;3;2;3;21;7;2;2;0;3;0;8;0;0;5;23;9;4;1;8;1;3;2;0;19;2;1;0;6;0;4;3;0;1;10;0;3;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
27860-7111;SUCESSO;1;3;0;0;28;1;0;0;0;1;4;1;2;1;0;0;1;0;0;0;0;2;1;1;2;0;1;1;1;0;0;0;1;1;0;3;0;0;3;0;3;1;1;0;0;0;0;7;1;0;0;3;0;3;2;2;2;0;2;0;0;0;0;0;0;3;15;2;1;0;0;4;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;3;2;1;0;1;0;0;0;0;24;1;1;0;7;1;2;0;0;1;4;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27889-5102;SUCESSO;1;2;1;0;36;1;2;0;1;2;13;0;2;0;1;0;0;0;0;0;0;2;0;2;5;0;0;0;0;0;1;0;2;2;1;2;0;0;2;0;5;0;0;0;0;0;0;7;1;0;0;1;0;0;0;0;0;1;2;0;1;0;0;0;0;0;21;3;0;0;1;4;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;1;0;1;0;7;1;1;3;0;0;2;1;0;0;1;5;0;0;0;2;1;0;0;0;11;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
27908-4428;SUCESSO;1;2;1;0;52;2;3;0;1;0;21;3;14;4;9;6;2;0;1;0;0;2;1;1;11;0;2;0;1;0;1;0;4;3;2;5;2;0;3;0;2;0;2;2;0;0;0;89;8;5;3;34;3;19;15;6;5;2;13;0;7;4;0;0;0;0;36;7;3;0;1;26;6;4;13;9;6;2;8;5;0;0;0;2;1;0;1;0;0;2;0;2;2;1;1;0;3;3;1;1;2;0;7;3;2;1;0;1;1;3;0;0;2;7;4;1;0;2;0;0;0;0;31;0;0;0;5;0;0;0;0;1;4;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
27953-4428;SUCESSO;0;2;1;0;25;1;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;3;0;0;3;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;16;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;3;3;1;2;17;6;1;5;0;3;0;4;0;0;1;10;3;2;0;3;0;0;0;0;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27959-4912;SUCESSO;2;3;1;0;49;1;1;0;1;4;21;1;15;1;3;0;3;0;0;0;0;2;0;0;8;1;0;0;0;0;3;0;2;2;0;7;3;0;4;0;10;1;1;0;0;0;0;25;6;3;1;4;0;1;0;0;0;0;4;0;2;0;0;0;1;0;36;4;1;0;0;21;5;2;4;1;0;0;3;1;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;4;4;2;1;2;0;6;2;2;2;0;1;1;3;0;0;2;9;3;2;0;3;0;0;0;0;17;0;3;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;3;1;4;0;1;0;0;1
27965-4912;SUCESSO;1;6;1;0;81;2;3;0;1;5;29;1;17;0;3;2;1;3;0;0;0;3;0;0;21;4;1;0;0;0;7;0;2;2;1;13;6;0;6;0;11;0;1;0;0;0;0;61;2;0;0;15;0;7;5;1;1;2;6;0;0;0;0;0;1;0;66;3;1;0;2;35;0;0;9;4;3;0;4;0;0;0;0;9;8;1;0;2;3;1;0;0;0;0;0;0;4;4;1;0;1;1;4;3;1;1;0;0;1;3;1;0;0;12;1;0;1;4;2;0;0;0;39;1;5;0;6;1;1;0;0;4;9;0;1;0;0;0;0;0;8;3;0;0;0;0;3;1;88;47;30;10;0;3;0;0;1
27973-4428;SUCESSO;0;0;0;0;25;0;0;0;0;1;8;2;3;1;1;1;1;1;0;0;0;1;0;0;5;0;1;0;0;0;0;0;2;2;0;2;1;0;1;0;3;0;0;0;0;0;0;14;3;0;0;4;0;2;2;1;0;0;3;0;1;0;0;0;0;0;22;3;1;0;0;7;2;0;2;2;2;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;0;5;0;0;0;0;0;2;1;0;0;0;6;1;1;1;1;0;0;1;0;14;0;1;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28056-4429;SUCESSO;1;8;1;1;53;3;3;0;1;3;18;0;7;1;1;1;1;2;0;0;0;5;2;1;10;1;2;0;0;1;0;0;3;3;2;2;0;0;2;0;6;0;0;0;1;1;2;14;3;2;1;3;2;2;1;0;0;0;2;0;2;0;0;0;1;1;34;2;0;0;1;10;1;1;3;2;1;0;2;2;0;0;0;4;0;0;0;3;2;1;0;1;0;0;0;0;5;5;1;1;2;1;8;3;2;0;0;2;0;5;1;0;2;18;2;1;0;4;3;0;0;0;29;1;1;1;5;0;1;1;0;1;14;0;3;1;1;2;0;0;5;3;1;0;1;0;1;1;0;0;0;5;0;1;1;0;1
28236-4429;insucesso;0;0;0;0;52;0;3;0;3;0;37;8;28;12;3;0;4;4;2;0;0;1;0;0;1;0;1;0;0;0;2;0;2;2;1;6;6;0;0;0;0;0;4;0;0;0;0;42;17;10;7;5;3;1;1;1;0;0;6;0;4;2;2;0;0;0;44;9;7;5;0;35;14;0;4;1;1;0;5;3;1;1;0;4;2;0;2;0;0;6;0;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;6;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
28381-4428;SUCESSO;0;3;1;0;23;0;0;0;0;1;6;0;3;0;3;3;0;0;1;0;0;5;1;1;10;1;5;2;0;0;0;0;2;2;1;4;0;0;4;0;1;0;0;0;0;0;0;9;2;1;0;5;0;4;1;1;0;0;0;0;0;0;0;0;1;1;17;2;1;0;0;7;1;0;4;3;1;1;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;0;4;4;2;2;1;1;4;2;1;1;0;2;0;3;0;0;1;10;2;1;0;4;0;0;2;0;12;0;2;1;5;1;2;0;0;0;6;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
28391-4428;SUCESSO;0;1;1;0;30;1;2;0;1;0;9;1;3;1;0;0;0;0;3;0;0;6;1;0;7;1;3;1;0;0;1;0;5;4;2;3;1;0;2;0;0;0;0;0;1;0;0;12;5;1;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;0;18;4;3;0;0;9;4;1;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;5;1;3;0;0;0;0;8;8;1;0;4;2;11;6;4;5;0;2;1;6;2;0;2;14;3;1;1;5;3;2;0;0;16;0;1;1;5;0;1;0;0;0;5;0;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
28531-5102;SUCESSO;3;5;0;0;78;0;3;0;0;3;38;1;21;0;7;3;3;3;0;0;0;14;4;1;13;0;1;0;0;0;2;0;4;3;0;7;3;0;4;0;16;1;1;1;0;0;1;37;3;1;1;12;0;4;3;3;2;2;5;0;0;0;0;0;1;0;61;6;1;0;1;31;1;0;12;4;3;3;3;0;0;0;0;11;5;1;0;1;3;0;0;0;1;0;0;0;3;3;0;0;1;1;21;1;1;6;0;1;1;2;1;0;0;22;7;3;3;3;0;1;1;0;46;0;2;0;7;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3;0;1;0;0;1
28589-4428;SUCESSO;0;1;0;0;33;0;2;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;5;1;2;1;0;0;0;0;2;2;0;1;0;0;1;0;3;0;0;0;0;0;1;6;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;17;2;0;0;1;2;0;0;1;1;1;0;0;0;0;0;0;3;1;1;1;0;1;2;0;1;1;1;0;0;3;3;1;0;1;1;3;2;1;1;0;0;1;2;0;0;1;12;4;0;1;2;0;2;0;0;9;0;2;0;4;1;3;1;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
28651-4428;SUCESSO;1;3;1;0;91;1;0;0;0;7;32;0;4;0;0;0;1;7;1;0;0;18;2;0;7;3;2;0;0;0;0;0;6;6;2;12;4;0;8;0;19;2;0;0;0;0;0;23;4;1;1;10;1;4;1;0;0;1;6;0;5;0;0;0;1;1;60;8;3;0;2;15;0;0;7;1;0;0;4;3;0;0;0;9;1;4;0;7;3;1;0;1;0;0;0;0;6;6;4;2;2;0;11;4;2;2;0;3;4;7;1;0;2;36;5;4;6;2;1;3;0;0;19;0;7;2;11;4;6;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1
29192-4224;SUCESSO;0;1;1;0;41;0;1;0;0;5;12;0;1;0;0;0;1;2;0;0;0;5;0;3;1;0;1;0;0;0;0;0;2;2;1;3;0;0;3;0;9;0;0;0;0;0;0;6;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;26;1;0;0;0;5;1;1;1;1;0;0;1;0;0;0;0;4;1;0;1;1;2;0;0;0;1;0;0;0;10;10;5;3;1;3;12;3;1;1;0;5;1;8;4;0;3;21;3;1;3;10;2;1;1;0;13;0;1;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
29683-6547;SUCESSO;1;3;0;0;83;0;8;0;1;1;16;3;5;1;2;1;1;1;2;6;0;1;1;0;16;2;3;2;1;3;1;0;3;3;0;10;8;0;2;0;12;3;1;0;1;1;9;35;2;0;0;7;0;4;2;1;0;2;4;0;1;0;0;0;0;3;50;6;2;0;0;15;1;0;4;2;2;1;1;0;0;0;0;3;0;1;1;0;1;8;0;4;13;2;9;1;3;3;1;0;1;1;9;0;0;1;0;1;1;3;2;0;0;10;3;0;0;3;3;0;6;1;32;3;3;2;8;0;4;3;8;1;20;0;4;1;1;7;2;0;4;3;4;0;2;1;1;0;0;0;0;5;0;1;6;0;1
29688-4224;insucesso;1;2;1;0;40;1;0;0;0;2;11;2;4;0;1;0;0;1;0;0;0;4;0;2;4;0;2;0;0;0;0;0;3;3;0;4;0;0;4;0;3;1;2;0;0;0;0;10;0;0;0;4;0;3;2;1;0;0;0;0;0;0;0;0;0;0;27;6;3;2;0;8;0;0;2;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;3;3;0;0;0;1;10;1;0;4;0;2;1;2;1;1;0;8;0;0;0;3;0;0;0;0;21;0;1;0;6;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
30588-4224;SUCESSO;1;4;1;0;61;1;3;0;1;1;19;1;0;0;0;0;0;2;5;1;0;4;0;0;11;1;0;0;1;3;2;0;3;3;1;4;0;0;4;0;5;1;2;0;21;7;1;4;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;48;8;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;1;15;14;0;4;2;2;0;5;4;1;1;1;1;6;3;1;1;0;2;0;5;1;0;1;13;3;1;0;5;1;2;0;1;34;0;4;0;5;0;1;1;0;1;30;0;6;21;7;0;0;0;6;2;8;0;7;2;2;2;12;2;1;7;0;1;5;0;1
30594-4428;SUCESSO;1;4;0;0;64;3;1;0;1;4;14;2;3;0;0;0;1;1;0;0;0;8;4;2;14;0;6;1;0;1;1;0;2;2;1;6;2;0;4;0;11;2;0;0;0;0;4;19;3;2;0;3;0;2;2;0;0;0;2;0;1;0;0;0;0;0;27;3;0;0;1;9;2;2;2;1;1;0;2;1;0;0;0;2;0;0;2;0;0;1;0;1;7;2;4;2;2;2;0;0;1;1;4;2;1;1;0;0;0;1;0;0;0;9;4;0;0;2;0;0;3;0;28;1;1;1;7;1;1;0;1;1;4;0;2;0;0;1;0;0;3;3;2;0;1;2;0;0;0;0;0;1;0;0;0;0;1
30609-4429;insucesso;0;0;0;0;28;0;1;1;0;2;6;0;1;0;0;0;0;0;0;0;0;2;0;1;7;0;2;0;0;0;1;0;2;2;0;2;1;1;1;0;4;0;0;0;1;0;0;6;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;1;0;0;0;0;0;4;3;1;0;1;1;5;2;1;1;1;2;1;4;0;0;0;9;1;1;0;3;1;0;0;0;21;0;2;0;5;0;2;1;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0
30609-5102;insucesso;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30618-4428;SUCESSO;1;9;1;1;134;4;5;0;3;5;89;1;36;0;11;4;7;18;6;1;0;5;0;1;12;3;4;1;1;1;4;0;7;7;2;20;10;0;10;0;10;0;6;1;0;0;0;111;3;2;0;30;1;12;5;3;0;9;24;0;8;3;0;0;3;12;230;6;1;0;2;79;1;1;19;6;2;2;15;4;0;0;0;59;18;12;6;3;6;15;0;8;11;8;4;0;5;4;3;1;1;0;9;1;1;0;0;2;1;6;1;0;2;20;0;0;3;4;0;0;0;0;46;3;7;3;16;2;5;3;1;2;43;0;1;0;0;15;5;0;12;3;4;0;1;2;0;0;22;3;0;7;0;0;0;0;1
30639-5102;SUCESSO;1;3;1;0;107;1;10;0;5;5;39;0;20;0;10;4;1;4;0;1;0;8;0;3;16;2;2;0;0;2;1;0;4;4;4;5;2;0;3;0;9;0;4;4;1;1;1;53;3;0;0;27;1;13;9;4;1;5;9;0;0;0;0;0;6;1;76;3;0;0;0;41;2;0;18;9;7;3;4;0;0;0;0;12;5;3;1;4;5;1;0;0;4;0;2;0;4;4;0;0;2;2;6;2;0;0;0;0;1;3;0;0;0;19;4;0;3;4;1;1;3;0;56;1;7;2;9;0;3;1;5;1;4;0;2;1;1;1;0;0;0;0;7;0;2;2;0;0;0;0;0;8;0;0;5;0;1
30662-4224;SUCESSO;0;5;1;0;83;3;10;0;2;4;12;0;4;1;1;0;0;1;0;1;0;3;0;0;14;1;1;0;0;1;1;0;3;3;1;5;1;0;4;0;6;1;0;0;1;0;3;14;3;1;1;6;1;1;0;0;0;1;2;0;1;0;0;0;1;0;36;7;1;0;0;7;1;0;3;0;0;0;1;1;0;0;0;4;0;1;0;1;1;2;1;1;2;1;0;0;2;2;0;0;1;0;7;1;1;2;0;0;1;1;0;0;0;11;6;2;1;1;1;0;0;0;28;1;1;0;2;0;0;0;0;0;3;0;1;1;0;1;0;0;1;1;2;0;0;1;0;0;7;2;1;4;0;0;0;0;1
30688-4429;insucesso;1;1;1;0;45;0;9;1;0;3;3;0;2;0;1;0;0;0;0;2;2;3;2;1;0;0;0;0;0;2;0;4;1;1;0;1;0;0;1;0;8;3;0;0;0;0;1;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;7;1;1;1;0;3;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0;2;1;7;7;3;0;2;1;8;6;2;3;3;2;1;5;1;1;0;11;4;1;0;6;0;0;5;0;0;0;0;0;0;0;0;0;0;1;4;0;2;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;3;0;0;4;3;1
30696-4224;SUCESSO;1;6;1;1;66;1;4;0;0;1;17;0;6;0;2;1;0;0;1;0;0;5;0;1;4;0;1;1;1;0;0;0;3;3;1;10;3;0;7;0;5;0;0;0;1;0;1;16;1;1;1;4;0;1;0;0;0;1;2;0;1;0;0;0;0;1;44;2;0;0;0;8;0;0;2;1;0;0;0;0;0;0;0;5;0;2;0;0;0;2;0;2;0;0;0;0;6;6;1;1;4;1;8;6;4;0;0;1;1;5;0;0;1;16;3;2;2;4;1;0;0;1;15;0;1;0;2;1;1;0;0;1;4;0;0;1;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1
30698-4429;insucesso;0;1;1;0;33;0;0;0;0;0;11;3;1;0;0;0;0;0;0;0;0;2;0;1;8;0;3;0;0;0;3;0;1;1;0;2;0;0;2;1;2;0;1;0;0;0;0;12;0;0;0;4;0;2;0;0;0;0;5;0;3;1;0;0;0;1;24;3;1;0;1;7;0;0;0;0;0;0;5;3;1;0;1;2;1;1;8;0;0;1;0;1;9;4;1;1;4;3;1;0;1;1;4;2;1;1;0;2;0;3;1;0;0;8;2;1;0;4;0;0;0;0;13;0;1;1;3;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;4;2;0;1;0;1
30698-5102;insucesso;0;0;0;0;16;0;0;0;0;0;5;0;1;1;0;0;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;5;5;2;0;1;2;5;2;1;0;0;1;1;3;0;1;1;8;2;1;0;3;1;0;0;0;7;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30705-4429;SUCESSO;1;10;0;0;73;4;2;0;0;4;8;0;1;0;0;0;1;1;0;0;0;7;0;3;8;0;2;0;0;3;1;0;3;3;0;5;0;0;5;0;7;0;0;0;5;1;1;12;0;0;0;4;0;2;0;0;0;0;1;0;0;0;0;0;1;0;37;3;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;3;0;2;0;0;4;4;3;1;0;0;0;0;6;6;1;1;3;2;14;5;3;1;0;1;1;8;0;0;3;19;4;0;1;6;2;0;6;0;35;0;4;0;11;3;3;1;3;1;10;0;0;5;1;1;0;0;0;0;3;0;2;2;2;2;0;0;0;3;0;2;1;0;1
30753-4429;insucesso;0;4;0;0;42;2;1;0;0;1;8;1;2;0;0;0;0;0;1;0;0;4;0;2;8;0;2;0;1;0;1;0;2;2;1;2;0;0;2;0;4;1;1;0;0;0;0;13;2;0;0;6;1;4;1;1;0;1;1;0;1;0;0;0;0;0;21;4;2;1;2;8;0;0;5;3;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;1;0;0;0;5;5;2;0;3;0;5;2;2;0;0;1;0;5;1;0;2;10;0;0;0;4;1;0;0;0;16;0;3;2;8;3;3;3;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1
30769-4429;SUCESSO;1;5;2;1;102;3;1;0;0;4;38;1;12;0;2;0;0;2;7;0;0;7;1;1;13;0;0;0;1;0;4;0;3;3;2;2;0;0;2;0;7;1;2;0;8;1;5;41;6;3;2;12;1;4;3;1;0;0;2;0;1;0;0;0;0;4;61;4;0;0;1;24;3;2;7;2;1;1;1;0;0;0;0;5;4;1;0;0;1;7;3;4;0;0;0;0;4;4;2;2;1;0;7;2;1;0;0;2;0;4;0;0;3;13;4;2;2;3;1;1;0;1;29;0;0;0;3;0;1;0;0;1;21;0;4;8;1;5;3;0;6;3;2;0;2;2;3;2;13;3;1;13;0;2;7;0;2
30774-4428;SUCESSO;0;0;0;0;153;0;16;0;3;0;84;9;54;18;18;11;7;4;7;1;0;1;1;0;12;1;1;1;19;7;0;0;2;2;1;8;6;0;2;0;2;2;1;1;6;3;2;71;40;17;12;27;14;20;14;5;1;9;18;0;13;3;0;0;1;10;120;25;9;0;1;67;23;10;25;19;14;5;10;7;0;0;0;11;4;0;1;0;1;9;0;3;2;1;2;0;2;2;1;0;0;1;2;0;0;0;0;2;0;2;2;0;0;4;2;0;0;1;0;0;0;1;29;0;2;1;3;0;1;0;1;0;47;0;24;6;2;5;2;0;8;1;9;0;6;8;0;0;0;0;0;0;0;0;0;0;0
30777-4429;SUCESSO;1;3;0;3;124;1;10;0;4;12;42;2;8;1;1;0;0;6;1;0;0;11;1;1;19;1;6;2;0;4;2;0;4;4;3;12;7;0;5;0;21;0;5;4;2;0;0;58;7;4;0;9;1;0;0;0;0;0;2;0;1;0;0;0;3;4;96;11;3;0;1;28;2;0;5;0;0;0;1;1;0;0;0;10;2;1;1;2;2;6;0;5;2;0;1;0;7;6;4;0;0;1;9;2;0;0;0;1;4;5;3;0;0;27;4;1;3;5;1;0;4;2;66;3;4;2;13;3;6;3;5;1;34;0;4;1;0;7;1;0;2;0;6;0;2;0;2;1;0;0;0;4;0;2;0;0;1
